           169          39         101           1
 1 x [LENGU]
 2 y [LENGU]
 3 z [LENGU]
 4 bx [FLUXU]
 5 by [FLUXU]
 6 bz [FLUXU]
 0     x        y        z        Bx        By        Bz
-40 -14 0 2.03140605530959 -1.72669288793171 0.03130380018901
-40 -14 5 2.04778802557129 -1.72664503170329 0.103755364662871
-40 -14 10 2.08351303440729 -1.72927187058829 0.188501948835459
-40 -14 15 2.14770332909388 -1.736627067227 0.301465582584
-40 -14 20 2.26041864537459 -1.756447760632 0.473217837146347
-40 -14 25 2.44878692154329 -1.807169631466 0.770236874028293
-40 -14 30 2.73090937003159 -1.95570547799671 1.38291131894571
-40 -14 35 3.18267794530529 -2.79538622896017 2.785690996482
-40 -14 40 0.133113856927559 -0.74745506455 1.891419518614
-40 -14 45 -0.102537457082229 -0.347678852229341 1.16125373447659
-40 -14 50 -0.444346494540917 -0.096190063898 0.615826556058
-40 -14 55 -0.171246010172429 -0.0463875847633217 0.272560793155459
-40 -14 60 -0.0798463404104586 -0.0414811268556047 0.136734123294229
-40 -14 65 -0.0445607386757859 -0.0328416954320171 0.0951918651217
-40 -14 70 -0.0228267513483659 -0.0255032618462529 0.0619074284134
-40 -14 75 -0.01167080636252 -0.0193827281994171 0.0371095888662876
-40 -14 80 -0.00668554328825293 -0.0146644469996729 0.0242662581021317
-40 -14 85 -0.00386952467267229 -0.01114591619259 0.0163527865593017
-40 -14 90 -0.00209946520606671 -0.00837054055360586 0.0109037689304929
-40 -14 95 -0.00108488450726571 -0.00625951825942 0.0073026121003
-40 -14 100 -0.000613772845657 -0.00486920407865 0.00527134875398293
-40 -12 0 -0.0187575395895729 -1.97218277862959 -0.000290986893020341
-40 -12 5 -0.0192141309932788 -1.97156188943859 -4.84150286859e-05
-40 -12 10 -0.0192031465082759 -1.97165755413471 6.4285911622e-05
-40 -12 15 -0.0190412391443671 -1.97261276827471 0.000314179473235259
-40 -12 20 -0.0184509153730259 -1.97638572084559 0.00129097186244929
-40 -12 25 -0.0162825797528329 -1.99114377930859 0.00547576505755
-40 -12 30 -0.00733317847517293 -2.05476118431471 0.0274046151143159
-40 -12 35 0.0573367287535 -2.44162276773259 0.248685210950088
-40 -12 40 0.156636009901129 -1.15743287791659 1.53273656128329
-40 -12 45 -0.0889161034458293 -0.513427552489293 1.010903124362
-40 -12 50 -0.451429412165088 -0.2108826256878 0.545713838182
-40 -12 55 -0.162945213624041 -0.101252694063929 0.258590781581888
-40 -12 60 -0.0737377555373 -0.0671658822541 0.121570094045659
-40 -12 65 -0.0408626285655971 -0.0479278694745 0.0872492499954586
-40 -12 70 -0.0208996063433088 -0.0338069359772376 0.0578525396130293
-40 -12 75 -0.0108626947224729 -0.0239429195485629 0.03451140927113
-40 -12 80 -0.00609904276150707 -0.0174393440763729 0.0222603107961671
-40 -12 85 -0.00350515828673 -0.0128920471629029 0.0148664757454971
-40 -12 90 -0.001903455216778 -0.00944802258113293 0.00983822803493
-40 -12 95 -0.000976419846147293 -0.00692578012207 0.00653652988241293
-40 -12 100 -0.000553785397665 -0.0053253188305 0.00469922343587276
-40 -10 0 -0.0856970317940293 -1.96234426403041 -0.000485105500999
-40 -10 5 -0.0862797076433586 -1.96224859933429 -0.000103005521562971
-40 -10 10 -0.0862510559952293 -1.96234426403041 0.000213170368329171
-40 -10 15 -0.0858259857029293 -1.963012818407 0.000972599037348
-40 -10 20 -0.0842403350066 -1.96573503542388 0.00383618755590417
-40 -10 25 -0.0783753249630707 -1.97605139589659 0.01562061683142
-40 -10 30 -0.0548579432841293 -2.01617034201588 0.0718941874710293
-40 -10 35 0.0742010343952 -2.11990669314129 0.392659866977659
-40 -10 40 0.1309455303819 -1.31929405722171 1.061290670247
-40 -10 45 -0.109892601184159 -0.638465131176 0.832134750300293
-40 -10 50 -0.384292172006976 -0.2922191097088 0.455637135227859
-40 -10 55 -0.146195528903071 -0.1489131083553 0.230230483317429
-40 -10 60 -0.0669509542965293 -0.0904587695058586 0.110752298686229
-40 -10 65 -0.0369085186778529 -0.061945636979 0.0789197922468
-40 -10 70 -0.0186930626351229 -0.0416755162763441 0.0519206645797
-40 -10 75 -0.00958509628783 -0.0282160685710317 0.03069676160304
