-0.14977000E-03 0.11534999E-02 -0.11512999E-02 
-0.19835000E-03 0.11138000E-02 -0.11340999E-02 
-0.48914000E-04 -0.10155999E-02 0.59739000E-03 
0.12013999E-04 -0.10475999E-02 0.59267000E-03 
0.57700996E-04 -0.10739000E-02 0.58408995E-03 
0.11571999E-03 -0.10882000E-02 0.56806003E-03 
0.17772999E-03 -0.10945000E-02 0.54738997E-03 
0.24309001E-03 -0.10902000E-02 0.52052998E-03 
0.31131000E-03 -0.10701999E-02 0.48511999E-03 
0.38047999E-03 -0.10406000E-02 0.44461002E-03 
0.45046001E-03 -0.99815999E-03 0.39741001E-03 
0.51951996E-03 -0.93847996E-03 0.34154000E-03 
0.58716000E-03 -0.86870999E-03 0.28071000E-03 
0.65248995E-03 -0.78584999E-03 0.21351999E-03 
0.71265001E-03 -0.68667001E-03 0.13867000E-03 
0.76893001E-03 -0.57852996E-03 0.59707996E-04 
0.81969000E-03 -0.45907000E-03 -0.24385999E-04 
0.85601996E-03 -0.32702999E-03 -0.11394000E-03 
0.90196996E-03 -0.18997998E-03 -0.20562999E-03 
0.92896994E-03 -0.43437001E-04 -0.30114999E-03 
0.94659004E-03 0.10850000E-03 -0.39864998E-03 
0.95434999E-03 0.26391001E-03 -0.49716001E-03 
0.95201994E-03 0.42077998E-03 -0.59573003E-03 
0.93927002E-03 0.57703000E-03 -0.69334998E-03 
0.91639004E-03 0.73060999E-03 -0.78906998E-03 
0.88353001E-03 0.87940996E-03 -0.88186999E-03 
0.84116001E-03 0.10214000E-02 -0.97081001E-03 
0.77679998E-03 0.11520000E-02 -0.10535000E-02 
0.72765996E-03 0.12766999E-02 -0.11330000E-02 
0.66118001E-03 0.13866000E-02 -0.12045000E-02 
0.58920000E-03 0.14833000E-02 -0.12691000E-02 
0.51340996E-03 0.15696000E-02 -0.13281000E-02 
0.43271997E-03 0.16370000E-02 -0.13771000E-02 
0.35013998E-03 0.16891999E-02 -0.14179000E-02 
0.26652997E-03 0.17298000E-02 -0.14524000E-02 
0.18287999E-03 0.17504998E-02 -0.14760999E-02 
0.10096000E-03 0.17565000E-02 -0.14915999E-02 
0.20765001E-04 0.17514999E-02 -0.15008000E-02 
-0.55051998E-04 0.17285999E-02 -0.14998000E-02 
-0.12615000E-03 0.16938000E-02 -0.14913999E-02 
-0.19209000E-03 0.16500999E-02 -0.14776000E-02 
-0.24317998E-03 0.15932000E-02 -0.14553000E-02 
-0.31027000E-03 0.15300999E-02 -0.14285999E-02 
-0.18286001E-03 -0.15968001E-02 0.86234999E-03 
-0.92046997E-04 -0.16660999E-02 0.86453999E-03 
-0.22712999E-04 -0.17264000E-02 0.86127000E-03 
0.66948000E-04 -0.17674000E-02 0.84729004E-03 
0.16373000E-03 -0.17954999E-02 0.82651997E-03 
0.26706999E-03 -0.18058000E-02 0.79669995E-03 
0.37647999E-03 -0.17899000E-02 0.75417996E-03 
0.48821996E-03 -0.17575000E-02 0.70400001E-03 
0.60229999E-03 -0.17033000E-02 0.64376002E-03 
0.71605999E-03 -0.16191999E-02 0.57032000E-03 
0.82815997E-03 -0.15176999E-02 0.48928999E-03 
0.93725993E-03 -0.13932000E-02 0.39846997E-03 
0.10387999E-02 -0.12399999E-02 0.29575999E-03 
0.11343000E-02 -0.10708000E-02 0.18660999E-03 
0.12213000E-02 -0.88146998E-03 0.69406000E-04 
0.12842000E-02 -0.66930999E-03 -0.56516998E-04 
0.13645000E-02 -0.44802998E-03 -0.18588000E-03 
0.14128999E-02 -0.20913998E-03 -0.32156997E-03 
0.14459000E-02 0.39996998E-04 -0.46065002E-03 
0.14624000E-02 0.29598997E-03 -0.60165999E-03 
0.14620000E-02 0.55521994E-03 -0.74306998E-03 
0.14440999E-02 0.81393996E-03 -0.88329997E-03 
0.14092000E-02 0.10684000E-02 -0.10208000E-02 
0.13574000E-02 0.13148000E-02 -0.11539999E-02 
0.12895000E-02 0.15494999E-02 -0.12814000E-02 
0.11851999E-02 0.17643998E-02 -0.13994001E-02 
0.11053000E-02 0.19690001E-02 -0.15126000E-02 
0.99711993E-03 0.21478001E-02 -0.16138001E-02 
0.87995001E-03 0.23037000E-02 -0.17044001E-02 
0.75661001E-03 0.24415001E-02 -0.17867000E-02 
0.62556000E-03 0.25464001E-02 -0.18537000E-02 
0.49186999E-03 0.26250998E-02 -0.19083999E-02 
0.35687999E-03 0.26836998E-02 -0.19536000E-02 
0.22264999E-03 0.27080998E-02 -0.19824000E-02 
0.92080998E-04 0.27075000E-02 -0.19989999E-02 
-0.35040001E-04 0.26882000E-02 -0.20063000E-02 
-0.15377000E-03 0.26389000E-02 -0.19983998E-02 
-0.26380000E-03 0.25698000E-02 -0.19798998E-02 
-0.36487999E-03 0.24861000E-02 -0.19534999E-02 
-0.44180002E-03 0.23812999E-02 -0.19148000E-02 
-0.54094999E-03 0.22667998E-02 -0.18700000E-02 
-0.43513998E-03 -0.25066000E-02 0.12140999E-02 
-0.30032001E-03 -0.26463999E-02 0.12281999E-02 
-0.19536000E-03 -0.27721000E-02 0.12346000E-02 
-0.56892997E-04 -0.28663999E-02 0.12258999E-02 
0.94120995E-04 -0.29392999E-02 0.12075000E-02 
0.25745001E-03 -0.29827999E-02 0.11761000E-02 
0.43265999E-03 -0.29819999E-02 0.11261000E-02 
0.61279995E-03 -0.29533999E-02 0.10649000E-02 
0.79819001E-03 -0.28877000E-02 0.98893989E-03 
0.98483998E-03 -0.27707999E-02 0.89329993E-03 
0.11696999E-02 -0.26236998E-02 0.78627997E-03 
0.13510000E-02 -0.24368998E-02 0.66455000E-03 
0.15211999E-02 -0.21996999E-02 0.52473001E-03 
0.16823999E-02 -0.19343999E-02 0.37504997E-03 
0.18302999E-02 -0.16332000E-02 0.21298000E-03 
0.19382999E-02 -0.12909999E-02 0.37384998E-04 
0.20774999E-02 -0.93220995E-03 -0.14356000E-03 
0.21638998E-02 -0.54107996E-03 -0.33447001E-03 
0.22245001E-02 -0.13070001E-03 -0.53089997E-03 
0.22575001E-02 0.29298000E-03 -0.73069998E-03 
0.22620999E-02 0.72348997E-03 -0.93157997E-03 
0.22370999E-02 0.11541001E-02 -0.11311000E-02 
0.21831000E-02 0.15779999E-02 -0.13268000E-02 
0.21005999E-02 0.19882000E-02 -0.15163999E-02 
0.19908000E-02 0.23783999E-02 -0.16974000E-02 
0.18211000E-02 0.27339000E-02 -0.18646000E-02 
0.16909000E-02 0.30714001E-02 -0.20246000E-02 
0.15142999E-02 0.33638999E-02 -0.21668000E-02 
0.13229999E-02 0.36161998E-02 -0.22930999E-02 
0.11216999E-02 0.38369999E-02 -0.24066998E-02 
0.90843998E-03 0.40006000E-02 -0.24975000E-02 
0.69152995E-03 0.41191000E-02 -0.25700000E-02 
0.47311001E-03 0.42029000E-02 -0.26282000E-02 
0.25724998E-03 0.42280997E-02 -0.26622000E-02 
0.48574999E-04 0.42109000E-02 -0.26781999E-02 
-0.15348999E-03 0.41618999E-02 -0.26805000E-02 
-0.34001999E-03 0.40624999E-02 -0.26606000E-02 
-0.51076000E-03 0.39301999E-02 -0.26254000E-02 
-0.66605001E-03 0.37738997E-02 -0.25787998E-02 
-0.78184996E-03 0.35832000E-02 -0.25149998E-02 
-0.92804001E-03 0.33773996E-02 -0.24426999E-02 
-0.86400000E-03 -0.38702998E-02 0.16608000E-02 
-0.66606997E-03 -0.41320999E-02 0.16927000E-02 
-0.50885999E-03 -0.43717995E-02 0.17142000E-02 
-0.29776999E-03 -0.45604999E-02 0.17145999E-02 
-0.65535998E-04 -0.47140997E-02 0.17014999E-02 
0.18828000E-03 -0.48193000E-02 0.16700000E-02 
0.46349000E-03 -0.48513999E-02 0.16124999E-02 
0.74797001E-03 -0.48376997E-02 0.15389000E-02 
0.10425999E-02 -0.47629001E-02 0.14442999E-02 
0.13416000E-02 -0.46037999E-02 0.13214999E-02 
0.16392000E-02 -0.43942002E-02 0.11822999E-02 
0.19325999E-02 -0.41185999E-02 0.10218000E-02 
0.22104001E-02 -0.37574000E-02 0.83473994E-03 
0.24749001E-02 -0.33477999E-02 0.63306995E-03 
0.27195998E-02 -0.28764000E-02 0.41292000E-03 
0.28996998E-02 -0.23329998E-02 0.17226000E-03 
0.31337000E-02 -0.17604999E-02 -0.76534998E-04 
0.32818001E-02 -0.11305000E-02 -0.34059997E-03 
0.33883997E-02 -0.46574997E-03 -0.61314000E-03 
0.34500998E-02 0.22360000E-03 -0.89092995E-03 
0.34647998E-02 0.92636992E-03 -0.11705999E-02 
0.34304000E-02 0.16308000E-02 -0.14489000E-02 
0.33479000E-02 0.23248999E-02 -0.17222000E-02 
0.32180999E-02 0.29964999E-02 -0.19870000E-02 
0.30435999E-02 0.36339001E-02 -0.22398001E-02 
0.27715999E-02 0.42117997E-02 -0.24722998E-02 
0.25627001E-02 0.47587999E-02 -0.26942999E-02 
0.22791000E-02 0.52279998E-02 -0.28899999E-02 
0.19724001E-02 0.56285998E-02 -0.30622999E-02 
0.16500000E-02 0.59751999E-02 -0.32161998E-02 
0.13093000E-02 0.62252996E-02 -0.33368000E-02 
0.96393994E-03 0.64001000E-02 -0.34307998E-02 
0.61709998E-03 0.65172995E-02 -0.35043997E-02 
0.27616997E-03 0.65377997E-02 -0.35430000E-02 
-0.51639003E-04 0.64884000E-02 -0.35556997E-02 
-0.36758999E-03 0.63867997E-02 -0.35488997E-02 
-0.65639999E-03 0.62020998E-02 -0.35104000E-02 
-0.91803999E-03 0.59631998E-02 -0.34502998E-02 
-0.11538999E-02 0.56850999E-02 -0.33743000E-02 
-0.13266000E-02 0.53512999E-02 -0.32742999E-02 
-0.15400000E-02 0.49938997E-02 -0.31627999E-02 
-0.16836000E-02 -0.61733997E-02 0.22559999E-02 
-0.13837999E-02 -0.66745998E-02 0.23159999E-02 
-0.11397999E-02 -0.71389000E-02 0.23616999E-02 
-0.80658996E-03 -0.75160000E-02 0.23781001E-02 
-0.43709998E-03 -0.78320000E-02 0.23753999E-02 
-0.29466997E-04 -0.80637001E-02 0.23469999E-02 
0.41687998E-03 -0.81695998E-02 0.22817999E-02 
0.88058994E-03 -0.81978990E-02 0.21940998E-02 
0.13638999E-02 -0.81230998E-02 0.20766000E-02 
0.18579999E-02 -0.79065003E-02 0.19193001E-02 
0.23518999E-02 -0.76042996E-02 0.17385000E-02 
0.28419001E-02 -0.71891998E-02 0.15272000E-02 
0.33098997E-02 -0.66235000E-02 0.12771999E-02 
0.37578999E-02 -0.59710997E-02 0.10053000E-02 
0.41761003E-02 -0.52068001E-02 0.70555997E-03 
0.44870996E-02 -0.43111001E-02 0.37374999E-03 
0.48941998E-02 -0.33622000E-02 0.29114999E-04 
0.51558996E-02 -0.23067000E-02 -0.33970998E-03 
0.53490000E-02 -0.11856999E-02 -0.72136999E-03 
0.54661999E-02 -0.17625000E-04 -0.11104000E-02 
0.55034999E-02 0.11774999E-02 -0.15020999E-02 
0.54563996E-02 0.23786000E-02 -0.18924000E-02 
0.53264000E-02 0.35633999E-02 -0.22768998E-02 
0.51148995E-02 0.47090999E-02 -0.26504998E-02 
0.48272000E-02 0.57937996E-02 -0.30069000E-02 
0.43735998E-02 0.67706001E-02 -0.33323001E-02 
0.40244996E-02 0.76914001E-02 -0.36416000E-02 
0.35514999E-02 0.84713995E-02 -0.39108000E-02 
0.30410998E-02 0.91279000E-02 -0.41455003E-02 
0.25056999E-02 0.96879993E-02 -0.43528997E-02 
0.19420999E-02 0.10079000E-01 -0.45119999E-02 
0.13729000E-02 0.10341000E-01 -0.46326998E-02 
0.80302998E-03 0.10505000E-01 -0.47238995E-02 
0.24619998E-03 0.10507000E-01 -0.47648996E-02 
-0.28635998E-03 0.10389999E-01 -0.47685998E-02 
-0.79731998E-03 0.10185000E-01 -0.47443998E-02 
-0.12600000E-02 0.98369000E-02 -0.46748002E-02 
-0.16750999E-02 0.93948999E-02 -0.45744996E-02 
-0.20462000E-02 0.88852998E-02 -0.44516996E-02 
-0.23131000E-02 0.82805995E-02 -0.42951000E-02 
-0.26343998E-02 0.76370998E-02 -0.41227997E-02 
-0.35191001E-02 -0.10730000E-01 0.29562998E-02 
-0.30242999E-02 -0.11849999E-01 0.30489000E-02 
-0.26099000E-02 -0.12875000E-01 0.31216999E-02 
-0.20303000E-02 -0.13677999E-01 0.31544999E-02 
-0.13836001E-02 -0.14342999E-01 0.31617000E-02 
-0.66652999E-03 -0.14824000E-01 0.31341999E-02 
0.11347999E-03 -0.15071999E-01 0.30577998E-02 
0.92139997E-03 -0.15186999E-01 0.29517000E-02 
0.17604999E-02 -0.15132001E-01 0.28063999E-02 
0.26252000E-02 -0.14852000E-01 0.26089000E-02 
0.34979000E-02 -0.14431000E-01 0.23806999E-02 
0.43771998E-02 -0.13822000E-01 0.21125998E-02 
0.52377996E-02 -0.12933999E-01 0.17930999E-02 
0.60712998E-02 -0.11867000E-01 0.14437999E-02 
0.68606003E-02 -0.10562999E-01 0.10557999E-02 
0.74521000E-02 -0.89448998E-02 0.61814999E-03 
0.82334001E-02 -0.71970997E-02 0.15877000E-03 
0.87503996E-02 -0.51929997E-02 -0.34835999E-03 
0.91388002E-02 -0.30451000E-02 -0.88846998E-03 
0.93866996E-02 -0.80392999E-03 -0.14526000E-02 
0.94850995E-02 0.14878999E-02 -0.20274001E-02 
0.94238995E-02 0.37955001E-02 -0.25969998E-02 
0.92028994E-02 0.60806996E-02 -0.31462999E-02 
0.88227997E-02 0.82944995E-02 -0.36634998E-02 
0.82898997E-02 0.10376999E-01 -0.41417996E-02 
0.74478993E-02 0.12201999E-01 -0.45669996E-02 
0.68005994E-02 0.13892999E-01 -0.49680998E-02 
0.59241997E-02 0.15252999E-01 -0.53133997E-02 
0.49882000E-02 0.16353998E-01 -0.56130001E-02 
0.40146997E-02 0.17261000E-01 -0.58766995E-02 
0.30103000E-02 0.17855000E-01 -0.60758996E-02 
0.20093000E-02 0.18234000E-01 -0.62230998E-02 
0.10152999E-02 0.18451000E-01 -0.63299998E-02 
0.50252002E-04 0.18406000E-01 -0.63674999E-02 
-0.87543001E-03 0.18165000E-01 -0.63530998E-02 
-0.17658001E-02 0.17771000E-01 -0.62995995E-02 
-0.25760999E-02 0.17113000E-01 -0.61825998E-02 
-0.32990000E-02 0.16253000E-01 -0.60224999E-02 
-0.39408999E-02 0.15241999E-01 -0.58308998E-02 
-0.43910998E-02 0.13994999E-01 -0.55923997E-02 
-0.49164002E-02 0.12649000E-01 -0.53323000E-02 
-0.72533996E-02 -0.16615000E-01 0.35969000E-02 
-0.63129999E-02 -0.18612999E-01 0.37022999E-02 
-0.54626996E-02 -0.20413999E-01 0.37817000E-02 
-0.43285000E-02 -0.21775000E-01 0.38111999E-02 
-0.31077999E-02 -0.22882000E-01 0.38095999E-02 
-0.18194000E-02 -0.23658998E-01 0.37666999E-02 
-0.50133001E-03 -0.24069998E-01 0.36672000E-02 
0.83219993E-03 -0.24285000E-01 0.35334998E-02 
0.21847999E-02 -0.24257999E-01 0.33551997E-02 
0.35860999E-02 -0.23921000E-01 0.31179001E-02 
0.50255000E-02 -0.23383999E-01 0.28464000E-02 
0.65197996E-02 -0.22577001E-01 0.25303999E-02 
0.80765998E-02 -0.21330999E-01 0.21577000E-02 
0.96421996E-02 -0.19785000E-01 0.17510999E-02 
0.11202999E-01 -0.17825000E-01 0.13005000E-02 
0.12461000E-01 -0.15272999E-01 0.78303996E-03 
0.14035000E-01 -0.12475000E-01 0.23266999E-03 
0.15081000E-01 -0.91851000E-02 -0.40587000E-03 
0.15833000E-01 -0.56403996E-02 -0.11252000E-02 
0.16294999E-01 -0.19495999E-02 -0.19167999E-02 
0.16494999E-01 0.18133000E-02 -0.27474000E-02 
0.16431000E-01 0.56042001E-02 -0.35652998E-02 
0.16077999E-01 0.93737999E-02 -0.43219002E-02 
0.15391000E-01 0.13036000E-01 -0.49904999E-02 
0.14350999E-01 0.16465999E-01 -0.55717998E-02 
0.12694000E-01 0.19405000E-01 -0.60665999E-02 
0.11352000E-01 0.22088999E-01 -0.65292995E-02 
0.96511003E-02 0.24155999E-01 -0.69261999E-02 
0.79185991E-02 0.25776999E-01 -0.72723995E-02 
0.61766999E-02 0.27071999E-01 -0.75782994E-02 
0.44771996E-02 0.27877999E-01 -0.78088995E-02 
0.28267000E-02 0.28373998E-01 -0.79755997E-02 
0.12118000E-02 0.28639000E-01 -0.80922991E-02 
-0.35024999E-03 0.28539998E-01 -0.81210993E-02 
-0.18812999E-02 0.28155999E-01 -0.80832001E-02 
-0.33854998E-02 0.27545998E-01 -0.79948995E-02 
-0.48324000E-02 0.26518999E-01 -0.78240996E-02 
-0.61820000E-02 0.25132999E-01 -0.75968001E-02 
-0.74207000E-02 0.23472000E-01 -0.73280996E-02 
-0.83285002E-02 0.21346999E-01 -0.69974996E-02 
-0.93123000E-02 0.19019000E-01 -0.66384003E-02 
-0.13455000E-01 -0.23650000E-01 0.41089999E-02 
-0.11728000E-01 -0.26770998E-01 0.41953996E-02 
-0.10075000E-01 -0.29545998E-01 0.42494000E-02 
-0.79704998E-02 -0.31571999E-01 0.42456002E-02 
-0.57830000E-02 -0.33188000E-01 0.42077997E-02 
-0.35887000E-02 -0.34286998E-01 0.41258000E-02 
-0.14869999E-02 -0.34865998E-01 0.39863996E-02 
0.58241998E-03 -0.35184998E-01 0.38131999E-02 
0.26219999E-02 -0.35191000E-01 0.35958998E-02 
0.47435001E-02 -0.34808997E-01 0.33216998E-02 
0.69632004E-02 -0.34169000E-01 0.30150998E-02 
0.93385000E-02 -0.33179000E-01 0.26668999E-02 
0.11971000E-01 -0.31569000E-01 0.22676999E-02 
0.14713001E-01 -0.29507998E-01 0.18371000E-02 
0.17573999E-01 -0.26810000E-01 0.13649999E-02 
0.20019000E-01 -0.23147998E-01 0.81259001E-03 
0.22937000E-01 -0.19079000E-01 0.21394000E-03 
0.24870999E-01 -0.14194999E-01 -0.53306995E-03 
0.26195999E-01 -0.89122998E-02 -0.14440999E-02 
0.26972000E-01 -0.34298000E-02 -0.25181000E-02 
0.27318999E-01 0.21388000E-02 -0.36866001E-02 
0.27269000E-01 0.77497000E-02 -0.48310999E-02 
0.26739998E-01 0.13350999E-01 -0.58391998E-02 
0.25570000E-01 0.18811001E-01 -0.66574994E-02 
0.23680000E-01 0.23906000E-01 -0.73064999E-02 
0.20647001E-01 0.28186999E-01 -0.78227995E-02 
0.18073000E-01 0.32051999E-01 -0.83002998E-02 
0.14996001E-01 0.34915000E-01 -0.87111993E-02 
0.11995000E-01 0.37097000E-01 -0.90755997E-02 
0.90733999E-02 0.38792998E-01 -0.94014993E-02 
0.63786996E-02 0.39801996E-01 -0.96495999E-02 
0.38299998E-02 0.40404998E-01 -0.98252995E-02 
0.13748000E-02 0.40707998E-01 -0.99438000E-02 
-0.99534995E-03 0.40548999E-01 -0.99585000E-02 
-0.33793999E-02 0.40018000E-01 -0.98927002E-02 
-0.57800999E-02 0.39182000E-01 -0.97655999E-02 
-0.82318000E-02 0.37753999E-01 -0.95374994E-02 
-0.10629000E-01 0.35761997E-01 -0.92389993E-02 
-0.12902000E-01 0.33328000E-01 -0.88887997E-02 
-0.14646000E-01 0.30108999E-01 -0.84602991E-02 
-0.16433999E-01 0.26538000E-01 -0.79955999E-02 
-0.31110998E-01 -0.51962998E-01 0.42381999E-02 
-0.26052998E-01 -0.61496995E-01 0.42863996E-02 
-0.20352000E-01 -0.68753004E-01 0.42746998E-02 
-0.14908000E-01 -0.72584994E-01 0.41449000E-02 
-0.99910004E-02 -0.75116999E-01 0.39708000E-02 
-0.59671002E-02 -0.76357000E-01 0.37531999E-02 
-0.27329000E-02 -0.76889001E-01 0.35127997E-02 
0.23643000E-03 -0.77157997E-01 0.32602001E-02 
0.29725998E-02 -0.77171996E-01 0.29928000E-02 
0.58400999E-02 -0.76920003E-01 0.27049000E-02 
0.89648999E-02 -0.76453999E-01 0.24073999E-02 
0.12525000E-01 -0.75677000E-01 0.20986998E-02 
0.17142998E-01 -0.74048996E-01 0.17816999E-02 
0.22547999E-01 -0.71488000E-01 0.14479000E-02 
0.29067000E-01 -0.67471996E-01 0.10856000E-02 
0.36141001E-01 -0.59721995E-01 0.58673997E-03 
0.43637998E-01 -0.50115999E-01 0.74657996E-05 
0.48339002E-01 -0.36645997E-01 -0.80778997E-03 
0.50106999E-01 -0.22553999E-01 -0.18722999E-02 
0.50302997E-01 -0.94626993E-02 -0.32383997E-02 
0.50418999E-01 0.27822999E-02 -0.48289998E-02 
0.50928000E-01 0.15122999E-01 -0.64064004E-02 
0.51250998E-01 0.28481999E-01 -0.77363998E-02 
0.49814999E-01 0.42964000E-01 -0.87537002E-02 
0.45224998E-01 0.56883000E-01 -0.95285997E-02 
0.37547000E-01 0.66924997E-01 -0.10091000E-01 
0.30264998E-01 0.75084999E-01 -0.10581000E-01 
0.23393000E-01 0.79426996E-01 -0.10941000E-01 
0.17570000E-01 0.82232997E-01 -0.11254000E-01 
0.12492999E-01 0.84042996E-01 -0.11530999E-01 
0.84330002E-02 0.84895998E-01 -0.11748000E-01 
0.47911997E-02 0.85358001E-01 -0.11898999E-01 
0.13956000E-02 0.85539997E-01 -0.11998000E-01 
-0.18804000E-02 0.85340001E-01 -0.11995000E-01 
-0.53834999E-02 0.84776998E-01 -0.11909000E-01 
-0.91398004E-02 0.83865002E-01 -0.11759999E-01 
-0.13638000E-01 0.82085997E-01 -0.11500000E-01 
-0.18950000E-01 0.78897998E-01 -0.11139000E-01 
-0.24719000E-01 0.74327998E-01 -0.10694000E-01 
-0.30591000E-01 0.66231996E-01 -0.10085000E-01 
-0.35749000E-01 0.55840995E-01 -0.94072996E-02 
-0.85400999E-01 -0.12195999 0.12266999E-01 
-0.56527000E-01 -0.15879999 0.15345000E-01 
-0.31434000E-01 -0.15614000 0.15600999E-01 
-0.19421000E-01 -0.15420999 0.15252000E-01 
-0.11341999E-01 -0.15265000 0.14780999E-01 
-0.62814998E-02 -0.15154999 0.14283999E-01 
-0.27271998E-02 -0.15093000 0.13874000E-01 
0.37855000E-03 -0.15054999 0.13509000E-01 
0.31452000E-02 -0.15043999 0.13197000E-01 
0.61138999E-02 -0.15058000 0.12936000E-01 
0.94643999E-02 -0.15087999 0.12708000E-01 
0.13458000E-01 -0.15135999 0.12526000E-01 
0.19327000E-01 -0.15213999 0.12426000E-01 
0.27292000E-01 -0.15311000 0.12332000E-01 
0.38537998E-01 -0.15436000 0.12223000E-01 
0.63157000E-01 -0.15619999 0.11511000E-01 
0.95746003E-01 -0.13677000 0.91065001E-02 
0.11190999 -0.77442996E-01 0.40098000E-02 
0.97409002E-01 -0.24605000E-01 -0.44597997E-03 
0.87499999E-01 -0.12957999E-01 -0.26775999E-02 
0.86724997E-01 0.29604000E-02 -0.60313996E-02 
0.88910997E-01 0.19154999E-01 -0.94583994E-02 
0.99938996E-01 0.31539999E-01 -0.11887000E-01 
0.11508000 0.85382998E-01 -0.16617000E-01 
0.99024996E-01 0.14575000 -0.22016000E-01 
0.65990001E-01 0.16603000 -0.24699999E-01 
0.40941000E-01 0.16494000 -0.25667999E-01 
0.29051999E-01 0.16418000 -0.25960999E-01 
0.20399000E-01 0.16354001 -0.26167002E-01 
0.13817999E-01 0.16300000 -0.26322000E-01 
0.91041001E-02 0.16264001 -0.26455998E-01 
0.50136000E-02 0.16238999 -0.26549999E-01 
0.12830000E-02 0.16223000 -0.26607998E-01 
-0.23101999E-02 0.16223000 -0.26588000E-01 
-0.63035996E-02 0.16234000 -0.26498998E-01 
-0.10782000E-01 0.16255000 -0.26355999E-01 
-0.16788999E-01 0.16293000 -0.26112000E-01 
-0.25707997E-01 0.16345000 -0.25689999E-01 
-0.38445998E-01 0.16411999 -0.25040999E-01 
-0.63937999E-01 0.16518000 -0.23644999E-01 
-0.93019001E-01 0.12670000 -0.19401999E-01 
-0.76593999E-02 -0.23303001 0.60586996E-01 
-0.45285998E-02 -0.28981999 0.71298994E-01 
-0.55808998E-02 -0.27311000 0.71845002E-01 
-0.45798998E-02 -0.26357999 0.71075998E-01 
-0.32173998E-02 -0.25705001 0.70156999E-01 
-0.18565001E-02 -0.25378001 0.69390997E-01 
-0.39495999E-03 -0.25236002 0.68884000E-01 
0.11596000E-02 -0.25165001 0.68488002E-01 
0.28541000E-02 -0.25163001 0.68213001E-01 
0.48411000E-02 -0.25229999 0.68046004E-01 
0.70646000E-02 -0.25343999 0.67940995E-01 
0.96316002E-02 -0.25523001 0.67917995E-01 
0.12723999E-01 -0.25853997 0.68006001E-01 
0.15986999E-01 -0.26352000 0.68095997E-01 
0.19397000E-01 -0.27113000 0.68149999E-01 
0.19853000E-01 -0.28548998 0.66779993E-01 
0.22652000E-01 -0.26213998 0.60015995E-01 
0.34342002E-01 -0.16808000 0.41620001E-01 
0.65439999E-01 -0.94159000E-01 0.24021000E-01 
0.90131000E-01 -0.43735996E-01 0.86393999E-02 
0.99181995E-01 0.17177999E-02 -0.66648000E-02 
0.94288997E-01 0.48301000E-01 -0.22549000E-01 
0.72490998E-01 0.10165000 -0.39444000E-01 
0.42301998E-01 0.17914000 -0.58977000E-01 
0.29826000E-01 0.27609998 -0.79168998E-01 
0.25234999E-01 0.30096000 -0.87172993E-01 
0.23560999E-01 0.28763998 -0.89548998E-01 
0.18821999E-01 0.28033000 -0.90034001E-01 
0.14432000E-01 0.27548000 -0.90271994E-01 
0.10351000E-01 0.27223000 -0.90367995E-01 
0.69507002E-02 0.27050000 -0.90409003E-01 
0.38915998E-02 0.26946998 -0.90428993E-01 
