   z        r        Bz       Br       Btot
 151.000   32.000  0.01655  0.00538  0.01740
 152.000   32.000  0.01626  0.00524  0.01708
 153.000   32.000  0.01597  0.00512  0.01677
 154.000   32.000  0.01568  0.00499  0.01646
 155.000   32.000  0.01541  0.00487  0.01616
 156.000   32.000  0.01514  0.00475  0.01587
 157.000   32.000  0.01487  0.00464  0.01558
 158.000   32.000  0.01461  0.00453  0.01530
 159.000   32.000  0.01436  0.00442  0.01503
 160.000   32.000  0.01412  0.00432  0.01476
 161.000   32.000  0.01387  0.00422  0.01450
 162.000   32.000  0.01364  0.00412  0.01425
 163.000   32.000  0.01341  0.00402  0.01400
 164.000   32.000  0.01318  0.00393  0.01376
 165.000   32.000  0.01296  0.00384  0.01352
 166.000   32.000  0.01275  0.00375  0.01329
 167.000   32.000  0.01253  0.00367  0.01306
 168.000   32.000  0.01233  0.00358  0.01284
 169.000   32.000  0.01212  0.00350  0.01262
 170.000   32.000  0.01193  0.00343  0.01241
 171.000   32.000  0.01173  0.00335  0.01220
 172.000   32.000  0.01154  0.00328  0.01200
 173.000   32.000  0.01136  0.00320  0.01180
 174.000   32.000  0.01118  0.00313  0.01161
 175.000   32.000  0.01100  0.00307  0.01142
 176.000   32.000  0.01082  0.00300  0.01123
 177.000   32.000  0.01065  0.00294  0.01105
 178.000   32.000  0.01049  0.00287  0.01087
 179.000   32.000  0.01032  0.00281  0.01070
 180.000   32.000  0.01016  0.00275  0.01053
 181.000   32.000  0.01000  0.00269  0.01036
 182.000   32.000  0.00985  0.00264  0.01020
 183.000   32.000  0.00970  0.00258  0.01004
 184.000   32.000  0.00955  0.00253  0.00988
 185.000   32.000  0.00941  0.00248  0.00973
 186.000   32.000  0.00926  0.00243  0.00958
 187.000   32.000  0.00912  0.00238  0.00943
 188.000   32.000  0.00899  0.00233  0.00928
 189.000   32.000  0.00885  0.00228  0.00914
 190.000   32.000  0.00872  0.00223  0.00900
 191.000   32.000  0.00859  0.00219  0.00887
 192.000   32.000  0.00847  0.00215  0.00874
 193.000   32.000  0.00834  0.00210  0.00860
 194.000   32.000  0.00822  0.00206  0.00848
 195.000   32.000  0.00810  0.00202  0.00835
 196.000   32.000  0.00799  0.00198  0.00823
 197.000   32.000  0.00787  0.00194  0.00811
 198.000   32.000  0.00776  0.00191  0.00799
 199.000   32.000  0.00765  0.00187  0.00787
 200.000   32.000  0.00754  0.00183  0.00776
   0.000   33.000 -0.33848  0.00027  0.33848
   1.000   33.000 -0.34488  0.03206  0.34637
   2.000   33.000 -0.36399  0.06123  0.36911
   3.000   33.000 -0.39555  0.08498  0.40458
   4.000   33.000 -0.43898  0.10029  0.45029
   5.000   33.000 -0.49311  0.10379  0.50392
   6.000   33.000 -0.55588  0.09188  0.56343
   7.000   33.000 -0.62391  0.06108  0.62689
   8.000   33.000 -0.69222  0.00862  0.69227
   9.000   33.000 -0.75436  0.06661  0.75730
  10.000   33.000 -0.80302  0.16312  0.81942
  11.000   33.000 -0.83129  0.27636  0.87603
  12.000   33.000 -0.83416  0.39895  0.92465
  13.000   33.000 -0.80965  0.52184  0.96325
  14.000   33.000 -0.75934  0.63588  0.99043
  15.000   33.000 -0.68793  0.73351  1.00563
  16.000   33.000 -0.60215  0.80991  1.00923
  17.000   33.000 -0.50926  0.86347  1.00246
  18.000   33.000 -0.41568  0.89527  0.98707
  19.000   33.000 -0.32619  0.90819  0.96499
  20.000   33.000 -0.24384  0.90586  0.93811
  21.000   33.000 -0.17014  0.89192  0.90800
  22.000   33.000 -0.10550  0.86958  0.87596
  23.000   33.000 -0.04967  0.84149  0.84296
  24.000   33.000 -0.00200  0.80971  0.80971
  25.000   33.000  0.03832  0.77580  0.77675
  26.000   33.000  0.07216  0.74091  0.74441
  27.000   33.000  0.10035  0.70585  0.71295
  28.000   33.000  0.12365  0.67122  0.68251
  29.000   33.000  0.14275  0.63741  0.65319
  30.000   33.000  0.15826  0.60468  0.62505
  31.000   33.000  0.17068  0.57321  0.59808
  32.000   33.000  0.18049  0.54310  0.57230
  33.000   33.000  0.18806  0.51438  0.54768
  34.000   33.000  0.19374  0.48708  0.52419
  35.000   33.000  0.19779  0.46118  0.50180
  36.000   33.000  0.20048  0.43664  0.48046
  37.000   33.000  0.20200  0.41343  0.46014
  38.000   33.000  0.20254  0.39149  0.44078
  39.000   33.000  0.20225  0.37077  0.42235
  40.000   33.000  0.20126  0.35122  0.40480
  41.000   33.000  0.19969  0.33277  0.38808
  42.000   33.000  0.19763  0.31536  0.37217
  43.000   33.000  0.19516  0.29894  0.35701
  44.000   33.000  0.19236  0.28346  0.34257
  45.000   33.000  0.18930  0.26886  0.32881
  46.000   33.000  0.18601  0.25509  0.31570
  47.000   33.000  0.18255  0.24210  0.30321
  48.000   33.000  0.17897  0.22984  0.29130
  49.000   33.000  0.17528  0.21829  0.27995
  50.000   33.000  0.17152  0.20738  0.26912
  51.000   33.000  0.16772  0.19708  0.25879
  52.000   33.000  0.16390  0.18737  0.24893
  53.000   33.000  0.16007  0.17819  0.23953
  54.000   33.000  0.15625  0.16953  0.23055
  55.000   33.000  0.15245  0.16134  0.22197
  56.000   33.000  0.14869  0.15360  0.21378
  57.000   33.000  0.14497  0.14629  0.20595
  58.000   33.000  0.14130  0.13937  0.19847
  59.000   33.000  0.13769  0.13283  0.19132
  60.000   33.000  0.13414  0.12665  0.18448
  61.000   33.000  0.13067  0.12079  0.17794
  62.000   33.000  0.12726  0.11525  0.17169
  63.000   33.000  0.12392  0.11000  0.16570
  64.000   33.000  0.12066  0.10503  0.15996
  65.000   33.000  0.11747  0.10031  0.15447
  66.000   33.000  0.11436  0.09585  0.14922
  67.000   33.000  0.11133  0.09161  0.14418
  68.000   33.000  0.10837  0.08759  0.13935
  69.000   33.000  0.10550  0.08378  0.13472
  70.000   33.000  0.10270  0.08016  0.13028
  71.000   33.000  0.09997  0.07673  0.12602
  72.000   33.000  0.09732  0.07346  0.12193
  73.000   33.000  0.09474  0.07036  0.11801
  74.000   33.000  0.09224  0.06742  0.11425
  75.000   33.000  0.08980  0.06461  0.11063
  76.000   33.000  0.08744  0.06195  0.10716
  77.000   33.000  0.08514  0.05941  0.10382
  78.000   33.000  0.08291  0.05700  0.10061
  79.000   33.000  0.08074  0.05470  0.09753
  80.000   33.000  0.07864  0.05251  0.09456
  81.000   33.000  0.07660  0.05043  0.09171
  82.000   33.000  0.07462  0.04844  0.08897
  83.000   33.000  0.07270  0.04655  0.08633
  84.000   33.000  0.07084  0.04474  0.08378
  85.000   33.000  0.06903  0.04302  0.08134
  86.000   33.000  0.06727  0.04138  0.07898
  87.000   33.000  0.06557  0.03981  0.07671
  88.000   33.000  0.06391  0.03831  0.07452
  89.000   33.000  0.06231  0.03688  0.07241
  90.000   33.000  0.06075  0.03551  0.07037
  91.000   33.000  0.05924  0.03421  0.06841
  92.000   33.000  0.05778  0.03296  0.06652
  93.000   33.000  0.05635  0.03176  0.06469
  94.000   33.000  0.05497  0.03062  0.06293
  95.000   33.000  0.05363  0.02953  0.06122
  96.000   33.000  0.05233  0.02848  0.05958
  97.000   33.000  0.05107  0.02748  0.05799
  98.000   33.000  0.04985  0.02652  0.05646
  99.000   33.000  0.04866  0.02560  0.05498
 100.000   33.000  0.04750  0.02472  0.05355
 101.000   33.000  0.04638  0.02387  0.05216
 102.000   33.000  0.04529  0.02306  0.05082
 103.000   33.000  0.04423  0.02228  0.04953
 104.000   33.000  0.04320  0.02154  0.04828
 105.000   33.000  0.04221  0.02082  0.04706
 106.000   33.000  0.04124  0.02014  0.04589
 107.000   33.000  0.04029  0.01948  0.04476
 108.000   33.000  0.03938  0.01885  0.04366
 109.000   33.000  0.03849  0.01824  0.04259
 110.000   33.000  0.03762  0.01765  0.04156
 111.000   33.000  0.03678  0.01709  0.04056
 112.000   33.000  0.03597  0.01655  0.03959
 113.000   33.000  0.03517  0.01603  0.03865
 114.000   33.000  0.03440  0.01553  0.03774
 115.000   33.000  0.03365  0.01505  0.03686
 116.000   33.000  0.03292  0.01459  0.03600
 117.000   33.000  0.03221  0.01414  0.03517
 118.000   33.000  0.03151  0.01371  0.03437
 119.000   33.000  0.03084  0.01330  0.03359
 120.000   33.000  0.03019  0.01290  0.03283
 121.000   33.000  0.02955  0.01252  0.03209
 122.000   33.000  0.02893  0.01215  0.03137
 123.000   33.000  0.02832  0.01179  0.03068
 124.000   33.000  0.02774  0.01145  0.03000
 125.000   33.000  0.02716  0.01111  0.02935
 126.000   33.000  0.02660  0.01080  0.02871
 127.000   33.000  0.02606  0.01049  0.02809
 128.000   33.000  0.02553  0.01019  0.02749
 129.000   33.000  0.02502  0.00990  0.02691
 130.000   33.000  0.02451  0.00962  0.02634
 131.000   33.000  0.02403  0.00935  0.02578
 132.000   33.000  0.02355  0.00910  0.02524
 133.000   33.000  0.02308  0.00885  0.02472
 134.000   33.000  0.02263  0.00860  0.02421
 135.000   33.000  0.02219  0.00837  0.02371
 136.000   33.000  0.02176  0.00814  0.02323
 137.000   33.000  0.02134  0.00792  0.02276
 138.000   33.000  0.02093  0.00771  0.02230
 139.000   33.000  0.02053  0.00751  0.02186
 140.000   33.000  0.02014  0.00731  0.02142
 141.000   33.000  0.01976  0.00712  0.02100
 142.000   33.000  0.01939  0.00693  0.02059
 143.000   33.000  0.01902  0.00675  0.02019
 144.000   33.000  0.01867  0.00658  0.01980
 145.000   33.000  0.01832  0.00641  0.01941
 146.000   33.000  0.01799  0.00625  0.01904
 147.000   33.000  0.01766  0.00609  0.01868
 148.000   33.000  0.01734  0.00594  0.01833
 149.000   33.000  0.01702  0.00579  0.01798
 150.000   33.000  0.01672  0.00565  0.01764
 151.000   33.000  0.01642  0.00551  0.01732
 152.000   33.000  0.01612  0.00537  0.01700
 153.000   33.000  0.01584  0.00524  0.01668
 154.000   33.000  0.01556  0.00511  0.01638
 155.000   33.000  0.01529  0.00499  0.01608
 156.000   33.000  0.01502  0.00487  0.01579
 157.000   33.000  0.01476  0.00475  0.01551
 158.000   33.000  0.01450  0.00464  0.01523
 159.000   33.000  0.01426  0.00453  0.01496
 160.000   33.000  0.01401  0.00442  0.01469
 161.000   33.000  0.01377  0.00432  0.01444
 162.000   33.000  0.01354  0.00422  0.01418
 163.000   33.000  0.01331  0.00412  0.01394
 164.000   33.000  0.01309  0.00403  0.01370
 165.000   33.000  0.01287  0.00394  0.01346
 166.000   33.000  0.01266  0.00385  0.01323
 167.000   33.000  0.01245  0.00376  0.01300
 168.000   33.000  0.01224  0.00368  0.01278
 169.000   33.000  0.01204  0.00359  0.01257
 170.000   33.000  0.01185  0.00351  0.01236
 171.000   33.000  0.01166  0.00344  0.01215
 172.000   33.000  0.01147  0.00336  0.01195
 173.000   33.000  0.01129  0.00329  0.01175
 174.000   33.000  0.01111  0.00322  0.01156
 175.000   33.000  0.01093  0.00315  0.01137
 176.000   33.000  0.01076  0.00308  0.01119
 177.000   33.000  0.01059  0.00301  0.01101
 178.000   33.000  0.01042  0.00295  0.01083
 179.000   33.000  0.01026  0.00288  0.01066
 180.000   33.000  0.01010  0.00282  0.01049
 181.000   33.000  0.00995  0.00276  0.01032
 182.000   33.000  0.00979  0.00271  0.01016
 183.000   33.000  0.00964  0.00265  0.01000
 184.000   33.000  0.00950  0.00260  0.00985
 185.000   33.000  0.00935  0.00254  0.00969
 186.000   33.000  0.00921  0.00249  0.00954
 187.000   33.000  0.00908  0.00244  0.00940
 188.000   33.000  0.00894  0.00239  0.00925
 189.000   33.000  0.00881  0.00234  0.00911
 190.000   33.000  0.00868  0.00229  0.00898
 191.000   33.000  0.00855  0.00225  0.00884
 192.000   33.000  0.00842  0.00220  0.00871
 193.000   33.000  0.00830  0.00216  0.00858
 194.000   33.000  0.00818  0.00212  0.00845
 195.000   33.000  0.00806  0.00208  0.00833
 196.000   33.000  0.00795  0.00204  0.00820
 197.000   33.000  0.00783  0.00200  0.00808
 198.000   33.000  0.00772  0.00196  0.00797
 199.000   33.000  0.00761  0.00192  0.00785
 200.000   33.000  0.00750  0.00188  0.00774
   0.000   34.000 -0.36431  0.00024  0.36431
   1.000   34.000 -0.36948  0.01978  0.37001
   2.000   34.000 -0.38482  0.03697  0.38659
   3.000   34.000 -0.40993  0.04939  0.41289
   4.000   34.000 -0.44402  0.05455  0.44736
   5.000   34.000 -0.48579  0.04983  0.48834
   6.000   34.000 -0.53320  0.03271  0.53421
   7.000   34.000 -0.58334  0.00097  0.58334
   8.000   34.000 -0.63231  0.04687  0.63405
   9.000   34.000 -0.67549  0.11099  0.68455
  10.000   34.000 -0.70793  0.18987  0.73295
  11.000   34.000 -0.72515  0.28007  0.77735
  12.000   34.000 -0.72397  0.37648  0.81600
  13.000   34.000 -0.70313  0.47300  0.84742
  14.000   34.000 -0.66359  0.56350  0.87057
  15.000   34.000 -0.60831  0.64274  0.88496
  16.000   34.000 -0.54156  0.70717  0.89072
  17.000   34.000 -0.46816  0.75513  0.88848
  18.000   34.000 -0.39261  0.78679  0.87930
  19.000   34.000 -0.31856  0.80358  0.86442
  20.000   34.000 -0.24864  0.80771  0.84511
  21.000   34.000 -0.18443  0.80160  0.82255
  22.000   34.000 -0.12672  0.78760  0.79773
  23.000   34.000 -0.07570  0.76777  0.77150
  24.000   34.000 -0.03116  0.74384  0.74449
  25.000   34.000  0.00732  0.71718  0.71722
  26.000   34.000  0.04027  0.68888  0.69005
  27.000   34.000  0.06828  0.65974  0.66326
  28.000   34.000  0.09190  0.63038  0.63705
  29.000   34.000  0.11168  0.60125  0.61154
  30.000   34.000  0.12811  0.57267  0.58683
  31.000   34.000  0.14162  0.54487  0.56297
  32.000   34.000  0.15261  0.51799  0.54000
  33.000   34.000  0.16141  0.49213  0.51793
  34.000   34.000  0.16833  0.46736  0.49675
  35.000   34.000  0.17364  0.44369  0.47646
  36.000   34.000  0.17755  0.42114  0.45704
  37.000   34.000  0.18026  0.39968  0.43845
  38.000   34.000  0.18196  0.37930  0.42069
  39.000   34.000  0.18277  0.35997  0.40371
  40.000   34.000  0.18285  0.34164  0.38750
  41.000   34.000  0.18228  0.32429  0.37201
  42.000   34.000  0.18118  0.30785  0.35721
  43.000   34.000  0.17963  0.29231  0.34309
  44.000   34.000  0.17770  0.27760  0.32960
  45.000   34.000  0.17544  0.26369  0.31672
  46.000   34.000  0.17293  0.25053  0.30442
  47.000   34.000  0.17020  0.23810  0.29268
  48.000   34.000  0.16730  0.22634  0.28146
  49.000   34.000  0.16426  0.21522  0.27074
  50.000   34.000  0.16111  0.20471  0.26051
  51.000   34.000  0.15789  0.19477  0.25073
  52.000   34.000  0.15460  0.18537  0.24138
  53.000   34.000  0.15128  0.17647  0.23244
  54.000   34.000  0.14794  0.16806  0.22390
  55.000   34.000  0.14460  0.16010  0.21573
  56.000   34.000  0.14126  0.15256  0.20792
  57.000   34.000  0.13794  0.14543  0.20045
  58.000   34.000  0.13465  0.13868  0.19330
  59.000   34.000  0.13140  0.13228  0.18645
  60.000   34.000  0.12819  0.12622  0.17990
  61.000   34.000  0.12502  0.12048  0.17363
  62.000   34.000  0.12191  0.11504  0.16762
  63.000   34.000  0.11885  0.10988  0.16186
  64.000   34.000  0.11585  0.10499  0.15635
  65.000   34.000  0.11292  0.10034  0.15106
  66.000   34.000  0.11004  0.09594  0.14599
  67.000   34.000  0.10723  0.09176  0.14113
  68.000   34.000  0.10448  0.08779  0.13647
  69.000   34.000  0.10180  0.08402  0.13200
  70.000   34.000  0.09919  0.08044  0.12770
  71.000   34.000  0.09664  0.07703  0.12358
  72.000   34.000  0.09415  0.07380  0.11963
  73.000   34.000  0.09173  0.07072  0.11583
  74.000   34.000  0.08937  0.06779  0.11217
  75.000   34.000  0.08708  0.06501  0.10867
  76.000   34.000  0.08484  0.06236  0.10529
  77.000   34.000  0.08267  0.05983  0.10205
  78.000   34.000  0.08056  0.05743  0.09893
  79.000   34.000  0.07851  0.05514  0.09594
  80.000   34.000  0.07651  0.05296  0.09305
  81.000   34.000  0.07457  0.05088  0.09027
  82.000   34.000  0.07268  0.04889  0.08760
  83.000   34.000  0.07085  0.04700  0.08502
  84.000   34.000  0.06907  0.04520  0.08254
  85.000   34.000  0.06734  0.04347  0.08016
  86.000   34.000  0.06566  0.04183  0.07785
  87.000   34.000  0.06403  0.04026  0.07564
  88.000   34.000  0.06245  0.03876  0.07350
  89.000   34.000  0.06091  0.03732  0.07143
  90.000   34.000  0.05941  0.03595  0.06944
  91.000   34.000  0.05796  0.03464  0.06752
  92.000   34.000  0.05655  0.03338  0.06567
  93.000   34.000  0.05518  0.03218  0.06388
  94.000   34.000  0.05385  0.03103  0.06216
  95.000   34.000  0.05256  0.02994  0.06049
  96.000   34.000  0.05131  0.02888  0.05888
  97.000   34.000  0.05009  0.02787  0.05732
  98.000   34.000  0.04890  0.02691  0.05582
  99.000   34.000  0.04775  0.02598  0.05436
 100.000   34.000  0.04663  0.02509  0.05296
 101.000   34.000  0.04555  0.02424  0.05160
 102.000   34.000  0.04449  0.02342  0.05028
 103.000   34.000  0.04347  0.02264  0.04901
 104.000   34.000  0.04247  0.02189  0.04778
 105.000   34.000  0.04150  0.02117  0.04659
 106.000   34.000  0.04056  0.02047  0.04543
 107.000   34.000  0.03964  0.01981  0.04432
 108.000   34.000  0.03875  0.01917  0.04324
 109.000   34.000  0.03789  0.01855  0.04219
 110.000   34.000  0.03705  0.01796  0.04117
 111.000   34.000  0.03623  0.01739  0.04019
 112.000   34.000  0.03543  0.01685  0.03923
 113.000   34.000  0.03466  0.01632  0.03831
 114.000   34.000  0.03391  0.01582  0.03741
 115.000   34.000  0.03317  0.01533  0.03654
 116.000   34.000  0.03246  0.01486  0.03570
 117.000   34.000  0.03177  0.01441  0.03488
 118.000   34.000  0.03109  0.01397  0.03409
 119.000   34.000  0.03043  0.01355  0.03331
 120.000   34.000  0.02979  0.01315  0.03257
 121.000   34.000  0.02917  0.01276  0.03184
 122.000   34.000  0.02856  0.01239  0.03113
 123.000   34.000  0.02797  0.01202  0.03045
 124.000   34.000  0.02740  0.01168  0.02978
 125.000   34.000  0.02683  0.01134  0.02913
 126.000   34.000  0.02629  0.01101  0.02850
 127.000   34.000  0.02576  0.01070  0.02789
 128.000   34.000  0.02524  0.01040  0.02730
 129.000   34.000  0.02473  0.01011  0.02672
 130.000   34.000  0.02424  0.00982  0.02615
 131.000   34.000  0.02376  0.00955  0.02561
 132.000   34.000  0.02329  0.00929  0.02508
 133.000   34.000  0.02284  0.00903  0.02456
 134.000   34.000  0.02239  0.00879  0.02405
 135.000   34.000  0.02196  0.00855  0.02356
 136.000   34.000  0.02153  0.00832  0.02308
 137.000   34.000  0.02112  0.00810  0.02262
 138.000   34.000  0.02072  0.00788  0.02217
 139.000   34.000  0.02032  0.00767  0.02172
 140.000   34.000  0.01994  0.00747  0.02130
 141.000   34.000  0.01957  0.00728  0.02088
 142.000   34.000  0.01920  0.00709  0.02047
 143.000   34.000  0.01885  0.00691  0.02007
 144.000   34.000  0.01850  0.00673  0.01968
 145.000   34.000  0.01816  0.00656  0.01930
 146.000   34.000  0.01783  0.00639  0.01894
 147.000   34.000  0.01750  0.00623  0.01858
 148.000   34.000  0.01718  0.00607  0.01823
 149.000   34.000  0.01688  0.00592  0.01788
 150.000   34.000  0.01657  0.00578  0.01755
 151.000   34.000  0.01628  0.00563  0.01723
 152.000   34.000  0.01599  0.00550  0.01691
 153.000   34.000  0.01571  0.00536  0.01660
 154.000   34.000  0.01543  0.00523  0.01630
 155.000   34.000  0.01516  0.00511  0.01600
 156.000   34.000  0.01490  0.00498  0.01571
 157.000   34.000  0.01464  0.00487  0.01543
 158.000   34.000  0.01439  0.00475  0.01516
 159.000   34.000  0.01415  0.00464  0.01489
 160.000   34.000  0.01391  0.00453  0.01463
 161.000   34.000  0.01367  0.00443  0.01437
 162.000   34.000  0.01344  0.00432  0.01412
 163.000   34.000  0.01322  0.00422  0.01387
 164.000   34.000  0.01300  0.00413  0.01363
 165.000   34.000  0.01278  0.00403  0.01340
 166.000   34.000  0.01257  0.00394  0.01317
 167.000   34.000  0.01236  0.00385  0.01295
 168.000   34.000  0.01216  0.00377  0.01273
 169.000   34.000  0.01196  0.00368  0.01252
 170.000   34.000  0.01177  0.00360  0.01231
 171.000   34.000  0.01158  0.00352  0.01210
 172.000   34.000  0.01139  0.00344  0.01190
 173.000   34.000  0.01121  0.00337  0.01171
 174.000   34.000  0.01103  0.00330  0.01152
 175.000   34.000  0.01086  0.00322  0.01133
 176.000   34.000  0.01069  0.00315  0.01115
 177.000   34.000  0.01052  0.00309  0.01097
 178.000   34.000  0.01036  0.00302  0.01079
 179.000   34.000  0.01020  0.00296  0.01062
 180.000   34.000  0.01004  0.00289  0.01045
 181.000   34.000  0.00989  0.00283  0.01029
 182.000   34.000  0.00974  0.00278  0.01012
 183.000   34.000  0.00959  0.00272  0.00997
 184.000   34.000  0.00944  0.00266  0.00981
 185.000   34.000  0.00930  0.00261  0.00966
 186.000   34.000  0.00916  0.00255  0.00951
 187.000   34.000  0.00902  0.00250  0.00936
 188.000   34.000  0.00889  0.00245  0.00922
 189.000   34.000  0.00876  0.00240  0.00908
 190.000   34.000  0.00863  0.00235  0.00894
 191.000   34.000  0.00850  0.00231  0.00881
 192.000   34.000  0.00838  0.00226  0.00868
 193.000   34.000  0.00826  0.00222  0.00855
 194.000   34.000  0.00814  0.00217  0.00842
 195.000   34.000  0.00802  0.00213  0.00830
 196.000   34.000  0.00791  0.00209  0.00818
 197.000   34.000  0.00779  0.00205  0.00806
 198.000   34.000  0.00768  0.00201  0.00794
 199.000   34.000  0.00757  0.00197  0.00783
 200.000   34.000  0.00747  0.00193  0.00771
   0.000   35.000 -0.37922  0.00022  0.37922
   1.000   35.000 -0.38330  0.01017  0.38343
   2.000   35.000 -0.39535  0.01812  0.39577
   3.000   35.000 -0.41494  0.02204  0.41552
   4.000   35.000 -0.44123  0.01990  0.44168
   5.000   35.000 -0.47297  0.00976  0.47307
   6.000   35.000 -0.50834  0.01019  0.50845
   7.000   35.000 -0.54494  0.04134  0.54651
   8.000   35.000 -0.57980  0.08444  0.58592
   9.000   35.000 -0.60956  0.13930  0.62527
  10.000   35.000 -0.63081  0.20455  0.66314
  11.000   35.000 -0.64056  0.27761  0.69813
  12.000   35.000 -0.63671  0.35486  0.72892
  13.000   35.000 -0.61845  0.43209  0.75445
  14.000   35.000 -0.58637  0.50507  0.77391
  15.000   35.000 -0.54236  0.57010  0.78688
  16.000   35.000 -0.48923  0.62453  0.79334
  17.000   35.000 -0.43023  0.66688  0.79362
  18.000   35.000 -0.36854  0.69689  0.78834
  19.000   35.000 -0.30692  0.71522  0.77829
  20.000   35.000 -0.24752  0.72316  0.76435
  21.000   35.000 -0.19180  0.72232  0.74735
  22.000   35.000 -0.14067  0.71436  0.72808
  23.000   35.000 -0.09454  0.70084  0.70719
  24.000   35.000 -0.05348  0.68315  0.68524
  25.000   35.000 -0.01734  0.66246  0.66269
  26.000   35.000  0.01418  0.63973  0.63989
  27.000   35.000  0.04145  0.61572  0.61711
  28.000   35.000  0.06486  0.59103  0.59457
  29.000   35.000  0.08481  0.56611  0.57242
  30.000   35.000  0.10170  0.54131  0.55078
  31.000   35.000  0.11588  0.51689  0.52972
  32.000   35.000  0.12767  0.49304  0.50930
  33.000   35.000  0.13738  0.46988  0.48955
  34.000   35.000  0.14526  0.44752  0.47050
  35.000   35.000  0.15155  0.42600  0.45215
  36.000   35.000  0.15645  0.40536  0.43451
  37.000   35.000  0.16016  0.38562  0.41755
  38.000   35.000  0.16283  0.36676  0.40128
  39.000   35.000  0.16460  0.34879  0.38568
  40.000   35.000  0.16559  0.33168  0.37072
  41.000   35.000  0.16591  0.31541  0.35639
  42.000   35.000  0.16566  0.29996  0.34266
  43.000   35.000  0.16492  0.28528  0.32952
  44.000   35.000  0.16376  0.27136  0.31694
  45.000   35.000  0.16225  0.25815  0.30490
  46.000   35.000  0.16044  0.24562  0.29338
  47.000   35.000  0.15838  0.23375  0.28235
  48.000   35.000  0.15611  0.22250  0.27180
  49.000   35.000  0.15366  0.21184  0.26170
  50.000   35.000  0.15108  0.20173  0.25203
  51.000   35.000  0.14839  0.19216  0.24278
  52.000   35.000  0.14561  0.18308  0.23393
  53.000   35.000  0.14277  0.17448  0.22545
  54.000   35.000  0.13988  0.16634  0.21734
  55.000   35.000  0.13697  0.15861  0.20957
  56.000   35.000  0.13403  0.15129  0.20212
  57.000   35.000  0.13109  0.14435  0.19499
  58.000   35.000  0.12816  0.13777  0.18816
  59.000   35.000  0.12525  0.13153  0.18162
  60.000   35.000  0.12235  0.12561  0.17535
  61.000   35.000  0.11949  0.11999  0.16934
  62.000   35.000  0.11666  0.11466  0.16357
  63.000   35.000  0.11387  0.10959  0.15805
  64.000   35.000  0.11113  0.10479  0.15274
  65.000   35.000  0.10843  0.10023  0.14766
  66.000   35.000  0.10578  0.09589  0.14278
  67.000   35.000  0.10319  0.09177  0.13809
  68.000   35.000  0.10064  0.08786  0.13360
  69.000   35.000  0.09815  0.08414  0.12928
  70.000   35.000  0.09571  0.08060  0.12513
  71.000   35.000  0.09333  0.07723  0.12115
  72.000   35.000  0.09101  0.07403  0.11732
  73.000   35.000  0.08874  0.07098  0.11364
  74.000   35.000  0.08653  0.06808  0.11010
  75.000   35.000  0.08437  0.06532  0.10670
  76.000   35.000  0.08227  0.06269  0.10343
  77.000   35.000  0.08022  0.06018  0.10028
  78.000   35.000  0.07822  0.05779  0.09725
  79.000   35.000  0.07627  0.05551  0.09433
  80.000   35.000  0.07438  0.05334  0.09153
  81.000   35.000  0.07254  0.05126  0.08883
  82.000   35.000  0.07075  0.04928  0.08622
  83.000   35.000  0.06900  0.04740  0.08371
  84.000   35.000  0.06731  0.04559  0.08130
  85.000   35.000  0.06566  0.04387  0.07897
  86.000   35.000  0.06406  0.04223  0.07672
  87.000   35.000  0.06250  0.04066  0.07456
  88.000   35.000  0.06098  0.03915  0.07247
  89.000   35.000  0.05951  0.03772  0.07045
  90.000   35.000  0.05807  0.03634  0.06851
  91.000   35.000  0.05668  0.03503  0.06663
  92.000   35.000  0.05532  0.03377  0.06482
  93.000   35.000  0.05401  0.03257  0.06307
  94.000   35.000  0.05273  0.03142  0.06138
  95.000   35.000  0.05148  0.03031  0.05974
  96.000   35.000  0.05027  0.02925  0.05817
  97.000   35.000  0.04910  0.02824  0.05664
  98.000   35.000  0.04795  0.02727  0.05517
  99.000   35.000  0.04684  0.02634  0.05374
 100.000   35.000  0.04576  0.02544  0.05236
 101.000   35.000  0.04471  0.02459  0.05103
 102.000   35.000  0.04369  0.02376  0.04974
 103.000   35.000  0.04270  0.02298  0.04849
 104.000   35.000  0.04173  0.02222  0.04728
 105.000   35.000  0.04079  0.02149  0.04611
 106.000   35.000  0.03988  0.02079  0.04497
 107.000   35.000  0.03899  0.02012  0.04387
 108.000   35.000  0.03812  0.01947  0.04281
 109.000   35.000  0.03728  0.01885  0.04178
 110.000   35.000  0.03647  0.01826  0.04078
 111.000   35.000  0.03567  0.01768  0.03981
 112.000   35.000  0.03489  0.01713  0.03887
 113.000   35.000  0.03414  0.01660  0.03796
 114.000   35.000  0.03341  0.01609  0.03708
 115.000   35.000  0.03269  0.01559  0.03622
 116.000   35.000  0.03200  0.01512  0.03539
 117.000   35.000  0.03132  0.01466  0.03458
 118.000   35.000  0.03066  0.01422  0.03380
 119.000   35.000  0.03002  0.01380  0.03304
 120.000   35.000  0.02939  0.01339  0.03230
 121.000   35.000  0.02878  0.01300  0.03158
 122.000   35.000  0.02819  0.01262  0.03089
 123.000   35.000  0.02761  0.01225  0.03021
 124.000   35.000  0.02705  0.01190  0.02955
 125.000   35.000  0.02650  0.01155  0.02891
 126.000   35.000  0.02597  0.01123  0.02829
