   z        r        Bz       Br       Btot
  91.000   62.000  0.02567  0.03406  0.04265
  92.000   62.000  0.02543  0.03316  0.04179
  93.000   62.000  0.02519  0.03229  0.04095
  94.000   62.000  0.02494  0.03145  0.04014
  95.000   62.000  0.02469  0.03062  0.03934
  96.000   62.000  0.02443  0.02983  0.03856
  97.000   62.000  0.02417  0.02905  0.03779
  98.000   62.000  0.02391  0.02829  0.03704
  99.000   62.000  0.02365  0.02756  0.03631
 100.000   62.000  0.02338  0.02685  0.03560
 101.000   62.000  0.02311  0.02615  0.03490
 102.000   62.000  0.02284  0.02548  0.03422
 103.000   62.000  0.02257  0.02483  0.03355
 104.000   62.000  0.02230  0.02419  0.03290
 105.000   62.000  0.02203  0.02357  0.03226
 106.000   62.000  0.02175  0.02297  0.03164
 107.000   62.000  0.02148  0.02239  0.03103
 108.000   62.000  0.02121  0.02182  0.03044
 109.000   62.000  0.02094  0.02127  0.02985
 110.000   62.000  0.02068  0.02074  0.02928
 111.000   62.000  0.02041  0.02022  0.02873
 112.000   62.000  0.02014  0.01971  0.02818
 113.000   62.000  0.01988  0.01922  0.02765
 114.000   62.000  0.01962  0.01874  0.02713
 115.000   62.000  0.01936  0.01828  0.02662
 116.000   62.000  0.01910  0.01783  0.02613
 117.000   62.000  0.01884  0.01739  0.02564
 118.000   62.000  0.01859  0.01697  0.02517
 119.000   62.000  0.01834  0.01655  0.02470
 120.000   62.000  0.01809  0.01615  0.02425
 121.000   62.000  0.01784  0.01576  0.02380
 122.000   62.000  0.01760  0.01538  0.02337
 123.000   62.000  0.01736  0.01501  0.02294
 124.000   62.000  0.01712  0.01465  0.02253
 125.000   62.000  0.01688  0.01430  0.02212
 126.000   62.000  0.01665  0.01396  0.02173
 127.000   62.000  0.01642  0.01363  0.02134
 128.000   62.000  0.01619  0.01331  0.02096
 129.000   62.000  0.01596  0.01299  0.02058
 130.000   62.000  0.01574  0.01269  0.02022
 131.000   62.000  0.01552  0.01239  0.01986
 132.000   62.000  0.01531  0.01211  0.01952
 133.000   62.000  0.01509  0.01183  0.01918
 134.000   62.000  0.01488  0.01155  0.01884
 135.000   62.000  0.01468  0.01129  0.01852
 136.000   62.000  0.01447  0.01103  0.01820
 137.000   62.000  0.01427  0.01078  0.01788
 138.000   62.000  0.01407  0.01054  0.01758
 139.000   62.000  0.01387  0.01030  0.01728
 140.000   62.000  0.01368  0.01007  0.01698
 141.000   62.000  0.01349  0.00984  0.01670
 142.000   62.000  0.01330  0.00962  0.01642
 143.000   62.000  0.01312  0.00941  0.01614
 144.000   62.000  0.01293  0.00920  0.01587
 145.000   62.000  0.01275  0.00900  0.01561
 146.000   62.000  0.01258  0.00880  0.01535
 147.000   62.000  0.01240  0.00861  0.01510
 148.000   62.000  0.01223  0.00842  0.01485
 149.000   62.000  0.01206  0.00824  0.01461
 150.000   62.000  0.01190  0.00806  0.01437
 151.000   62.000  0.01173  0.00788  0.01413
 152.000   62.000  0.01157  0.00772  0.01391
 153.000   62.000  0.01141  0.00755  0.01368
 154.000   62.000  0.01125  0.00739  0.01346
 155.000   62.000  0.01110  0.00723  0.01325
 156.000   62.000  0.01095  0.00708  0.01304
 157.000   62.000  0.01080  0.00693  0.01283
 158.000   62.000  0.01065  0.00679  0.01263
 159.000   62.000  0.01051  0.00665  0.01243
 160.000   62.000  0.01036  0.00651  0.01224
 161.000   62.000  0.01022  0.00637  0.01205
 162.000   62.000  0.01008  0.00624  0.01186
 163.000   62.000  0.00995  0.00611  0.01168
 164.000   62.000  0.00981  0.00599  0.01150
 165.000   62.000  0.00968  0.00587  0.01132
 166.000   62.000  0.00955  0.00575  0.01115
 167.000   62.000  0.00942  0.00563  0.01098
 168.000   62.000  0.00930  0.00552  0.01081
 169.000   62.000  0.00917  0.00541  0.01065
 170.000   62.000  0.00905  0.00530  0.01049
 171.000   62.000  0.00893  0.00520  0.01033
 172.000   62.000  0.00881  0.00509  0.01018
 173.000   62.000  0.00870  0.00499  0.01003
 174.000   62.000  0.00858  0.00490  0.00988
 175.000   62.000  0.00847  0.00480  0.00974
 176.000   62.000  0.00836  0.00471  0.00959
 177.000   62.000  0.00825  0.00462  0.00946
 178.000   62.000  0.00814  0.00453  0.00932
 179.000   62.000  0.00804  0.00444  0.00918
 180.000   62.000  0.00793  0.00436  0.00905
 181.000   62.000  0.00783  0.00427  0.00892
 182.000   62.000  0.00773  0.00419  0.00879
 183.000   62.000  0.00763  0.00411  0.00867
 184.000   62.000  0.00753  0.00404  0.00855
 185.000   62.000  0.00744  0.00396  0.00843
 186.000   62.000  0.00734  0.00389  0.00831
 187.000   62.000  0.00725  0.00381  0.00819
 188.000   62.000  0.00716  0.00374  0.00808
 189.000   62.000  0.00707  0.00367  0.00796
 190.000   62.000  0.00698  0.00361  0.00785
 191.000   62.000  0.00689  0.00354  0.00775
 192.000   62.000  0.00680  0.00348  0.00764
 193.000   62.000  0.00672  0.00341  0.00754
 194.000   62.000  0.00663  0.00335  0.00743
 195.000   62.000  0.00655  0.00329  0.00733
 196.000   62.000  0.00647  0.00323  0.00723
 197.000   62.000  0.00639  0.00317  0.00714
 198.000   62.000  0.00631  0.00312  0.00704
 199.000   62.000  0.00623  0.00306  0.00695
 200.000   62.000  0.00616  0.00301  0.00685
   0.000   63.000 -0.12486  0.00002  0.12486
   1.000   63.000 -0.12475  0.00557  0.12487
   2.000   63.000 -0.12441  0.01115  0.12491
   3.000   63.000 -0.12385  0.01670  0.12497
   4.000   63.000 -0.12307  0.02222  0.12506
   5.000   63.000 -0.12206  0.02768  0.12516
   6.000   63.000 -0.12083  0.03307  0.12528
   7.000   63.000 -0.11939  0.03839  0.12541
   8.000   63.000 -0.11772  0.04361  0.12554
   9.000   63.000 -0.11585  0.04872  0.12568
  10.000   63.000 -0.11377  0.05371  0.12581
  11.000   63.000 -0.11149  0.05856  0.12593
  12.000   63.000 -0.10902  0.06326  0.12604
  13.000   63.000 -0.10636  0.06779  0.12612
  14.000   63.000 -0.10352  0.07215  0.12618
  15.000   63.000 -0.10052  0.07631  0.12620
  16.000   63.000 -0.09736  0.08027  0.12619
  17.000   63.000 -0.09407  0.08402  0.12613
  18.000   63.000 -0.09064  0.08754  0.12601
  19.000   63.000 -0.08710  0.09083  0.12585
  20.000   63.000 -0.08347  0.09389  0.12562
  21.000   63.000 -0.07975  0.09670  0.12534
  22.000   63.000 -0.07596  0.09926  0.12499
  23.000   63.000 -0.07212  0.10157  0.12457
  24.000   63.000 -0.06825  0.10364  0.12409
  25.000   63.000 -0.06435  0.10545  0.12353
  26.000   63.000 -0.06046  0.10702  0.12291
  27.000   63.000 -0.05657  0.10834  0.12222
  28.000   63.000 -0.05271  0.10943  0.12146
  29.000   63.000 -0.04888  0.11029  0.12063
  30.000   63.000 -0.04511  0.11092  0.11974
  31.000   63.000 -0.04140  0.11134  0.11878
  32.000   63.000 -0.03775  0.11155  0.11777
  33.000   63.000 -0.03419  0.11157  0.11669
  34.000   63.000 -0.03072  0.11140  0.11556
  35.000   63.000 -0.02735  0.11106  0.11438
  36.000   63.000 -0.02407  0.11056  0.11315
  37.000   63.000 -0.02091  0.10990  0.11187
  38.000   63.000 -0.01785  0.10910  0.11056
  39.000   63.000 -0.01491  0.10818  0.10920
  40.000   63.000 -0.01209  0.10713  0.10781
  41.000   63.000 -0.00939  0.10597  0.10639
  42.000   63.000 -0.00680  0.10472  0.10494
  43.000   63.000 -0.00434  0.10338  0.10347
  44.000   63.000 -0.00199  0.10196  0.10198
  45.000   63.000  0.00023  0.10047  0.10047
  46.000   63.000  0.00235  0.09892  0.09894
  47.000   63.000  0.00434  0.09731  0.09741
  48.000   63.000  0.00623  0.09566  0.09587
  49.000   63.000  0.00800  0.09398  0.09432
  50.000   63.000  0.00967  0.09226  0.09277
  51.000   63.000  0.01123  0.09052  0.09121
  52.000   63.000  0.01269  0.08876  0.08966
  53.000   63.000  0.01406  0.08699  0.08812
  54.000   63.000  0.01533  0.08521  0.08658
  55.000   63.000  0.01651  0.08343  0.08505
  56.000   63.000  0.01761  0.08165  0.08352
  57.000   63.000  0.01862  0.07987  0.08201
  58.000   63.000  0.01956  0.07810  0.08051
  59.000   63.000  0.02041  0.07634  0.07902
  60.000   63.000  0.02120  0.07460  0.07755
  61.000   63.000  0.02192  0.07287  0.07610
  62.000   63.000  0.02257  0.07117  0.07466
  63.000   63.000  0.02316  0.06948  0.07324
  64.000   63.000  0.02369  0.06782  0.07184
  65.000   63.000  0.02416  0.06618  0.07045
  66.000   63.000  0.02458  0.06457  0.06909
  67.000   63.000  0.02495  0.06298  0.06775
  68.000   63.000  0.02528  0.06143  0.06642
  69.000   63.000  0.02556  0.05990  0.06512
  70.000   63.000  0.02580  0.05840  0.06384
  71.000   63.000  0.02600  0.05693  0.06258
  72.000   63.000  0.02616  0.05549  0.06134
  73.000   63.000  0.02629  0.05408  0.06013
  74.000   63.000  0.02639  0.05270  0.05893
  75.000   63.000  0.02645  0.05135  0.05776
  76.000   63.000  0.02649  0.05003  0.05661
  77.000   63.000  0.02650  0.04874  0.05548
  78.000   63.000  0.02649  0.04748  0.05437
  79.000   63.000  0.02646  0.04626  0.05329
  80.000   63.000  0.02640  0.04506  0.05222
  81.000   63.000  0.02632  0.04389  0.05118
  82.000   63.000  0.02623  0.04275  0.05016
  83.000   63.000  0.02612  0.04164  0.04915
  84.000   63.000  0.02599  0.04056  0.04817
  85.000   63.000  0.02585  0.03950  0.04721
  86.000   63.000  0.02570  0.03848  0.04627
  87.000   63.000  0.02553  0.03748  0.04535
  88.000   63.000  0.02536  0.03650  0.04445
  89.000   63.000  0.02517  0.03556  0.04356
  90.000   63.000  0.02497  0.03463  0.04270
  91.000   63.000  0.02477  0.03373  0.04185
  92.000   63.000  0.02456  0.03286  0.04102
  93.000   63.000  0.02434  0.03201  0.04021
  94.000   63.000  0.02412  0.03118  0.03942
  95.000   63.000  0.02389  0.03038  0.03865
  96.000   63.000  0.02365  0.02960  0.03789
  97.000   63.000  0.02342  0.02884  0.03715
  98.000   63.000  0.02317  0.02810  0.03642
  99.000   63.000  0.02293  0.02738  0.03571
 100.000   63.000  0.02268  0.02668  0.03502
 101.000   63.000  0.02243  0.02600  0.03434
 102.000   63.000  0.02218  0.02534  0.03367
 103.000   63.000  0.02193  0.02469  0.03303
 104.000   63.000  0.02168  0.02407  0.03239
 105.000   63.000  0.02142  0.02346  0.03177
 106.000   63.000  0.02117  0.02287  0.03116
 107.000   63.000  0.02091  0.02230  0.03057
 108.000   63.000  0.02066  0.02174  0.02999
 109.000   63.000  0.02040  0.02119  0.02942
 110.000   63.000  0.02015  0.02067  0.02887
 111.000   63.000  0.01990  0.02015  0.02832
 112.000   63.000  0.01965  0.01966  0.02779
 113.000   63.000  0.01940  0.01917  0.02727
 114.000   63.000  0.01915  0.01870  0.02676
 115.000   63.000  0.01890  0.01824  0.02627
 116.000   63.000  0.01866  0.01780  0.02578
 117.000   63.000  0.01841  0.01736  0.02531
 118.000   63.000  0.01817  0.01694  0.02484
 119.000   63.000  0.01793  0.01653  0.02439
 120.000   63.000  0.01769  0.01613  0.02394
 121.000   63.000  0.01746  0.01575  0.02351
 122.000   63.000  0.01722  0.01537  0.02308
 123.000   63.000  0.01699  0.01500  0.02267
 124.000   63.000  0.01676  0.01465  0.02226
 125.000   63.000  0.01654  0.01430  0.02186
 126.000   63.000  0.01631  0.01396  0.02147
 127.000   63.000  0.01609  0.01364  0.02109
 128.000   63.000  0.01587  0.01332  0.02072
 129.000   63.000  0.01566  0.01301  0.02035
 130.000   63.000  0.01544  0.01270  0.02000
 131.000   63.000  0.01523  0.01241  0.01965
 132.000   63.000  0.01502  0.01212  0.01931
 133.000   63.000  0.01482  0.01185  0.01897
 134.000   63.000  0.01462  0.01157  0.01864
 135.000   63.000  0.01441  0.01131  0.01832
 136.000   63.000  0.01422  0.01105  0.01801
 137.000   63.000  0.01402  0.01080  0.01770
 138.000   63.000  0.01383  0.01056  0.01740
 139.000   63.000  0.01364  0.01032  0.01711
 140.000   63.000  0.01345  0.01009  0.01682
 141.000   63.000  0.01327  0.00987  0.01654
 142.000   63.000  0.01309  0.00965  0.01626
 143.000   63.000  0.01291  0.00944  0.01599
 144.000   63.000  0.01273  0.00923  0.01572
 145.000   63.000  0.01255  0.00903  0.01546
 146.000   63.000  0.01238  0.00883  0.01521
 147.000   63.000  0.01221  0.00864  0.01496
 148.000   63.000  0.01205  0.00845  0.01472
 149.000   63.000  0.01188  0.00827  0.01448
 150.000   63.000  0.01172  0.00809  0.01424
 151.000   63.000  0.01156  0.00792  0.01401
 152.000   63.000  0.01140  0.00775  0.01379
 153.000   63.000  0.01125  0.00759  0.01357
 154.000   63.000  0.01110  0.00742  0.01335
 155.000   63.000  0.01095  0.00727  0.01314
 156.000   63.000  0.01080  0.00712  0.01293
 157.000   63.000  0.01065  0.00697  0.01273
 158.000   63.000  0.01051  0.00682  0.01253
 159.000   63.000  0.01037  0.00668  0.01233
 160.000   63.000  0.01023  0.00654  0.01214
 161.000   63.000  0.01009  0.00641  0.01195
 162.000   63.000  0.00995  0.00628  0.01177
 163.000   63.000  0.00982  0.00615  0.01159
 164.000   63.000  0.00969  0.00603  0.01141
 165.000   63.000  0.00956  0.00590  0.01124
 166.000   63.000  0.00943  0.00578  0.01107
 167.000   63.000  0.00931  0.00567  0.01090
 168.000   63.000  0.00919  0.00556  0.01074
 169.000   63.000  0.00907  0.00545  0.01058
 170.000   63.000  0.00895  0.00534  0.01042
 171.000   63.000  0.00883  0.00523  0.01026
 172.000   63.000  0.00871  0.00513  0.01011
 173.000   63.000  0.00860  0.00503  0.00996
 174.000   63.000  0.00849  0.00493  0.00982
 175.000   63.000  0.00838  0.00483  0.00967
 176.000   63.000  0.00827  0.00474  0.00953
 177.000   63.000  0.00816  0.00465  0.00939
 178.000   63.000  0.00806  0.00456  0.00926
 179.000   63.000  0.00795  0.00447  0.00912
 180.000   63.000  0.00785  0.00439  0.00899
 181.000   63.000  0.00775  0.00431  0.00886
 182.000   63.000  0.00765  0.00422  0.00874
 183.000   63.000  0.00755  0.00414  0.00861
 184.000   63.000  0.00746  0.00407  0.00849
 185.000   63.000  0.00736  0.00399  0.00837
 186.000   63.000  0.00727  0.00392  0.00826
 187.000   63.000  0.00718  0.00384  0.00814
 188.000   63.000  0.00709  0.00377  0.00803
 189.000   63.000  0.00700  0.00370  0.00792
 190.000   63.000  0.00691  0.00364  0.00781
 191.000   63.000  0.00682  0.00357  0.00770
 192.000   63.000  0.00674  0.00350  0.00760
 193.000   63.000  0.00666  0.00344  0.00749
 194.000   63.000  0.00657  0.00338  0.00739
 195.000   63.000  0.00649  0.00332  0.00729
 196.000   63.000  0.00641  0.00326  0.00719
 197.000   63.000  0.00633  0.00320  0.00710
 198.000   63.000  0.00626  0.00314  0.00700
 199.000   63.000  0.00618  0.00309  0.00691
 200.000   63.000  0.00610  0.00303  0.00682
   0.000   64.000 -0.11942  0.00002  0.11942
   1.000   64.000 -0.11932  0.00527  0.11943
   2.000   64.000 -0.11900  0.01055  0.11946
   3.000   64.000 -0.11847  0.01580  0.11952
   4.000   64.000 -0.11773  0.02101  0.11959
   5.000   64.000 -0.11678  0.02617  0.11968
   6.000   64.000 -0.11562  0.03127  0.11978
   7.000   64.000 -0.11426  0.03629  0.11989
   8.000   64.000 -0.11270  0.04122  0.12000
   9.000   64.000 -0.11094  0.04606  0.12012
  10.000   64.000 -0.10899  0.05077  0.12023
  11.000   64.000 -0.10685  0.05536  0.12033
  12.000   64.000 -0.10452  0.05980  0.12042
  13.000   64.000 -0.10203  0.06409  0.12049
  14.000   64.000 -0.09937  0.06821  0.12053
  15.000   64.000 -0.09656  0.07216  0.12055
  16.000   64.000 -0.09361  0.07592  0.12052
  17.000   64.000 -0.09052  0.07948  0.12046
  18.000   64.000 -0.08731  0.08283  0.12035
  19.000   64.000 -0.08400  0.08597  0.12020
  20.000   64.000 -0.08060  0.08889  0.11999
  21.000   64.000 -0.07711  0.09158  0.11972
  22.000   64.000 -0.07357  0.09404  0.11940
  23.000   64.000 -0.06997  0.09628  0.11902
  24.000   64.000 -0.06633  0.09828  0.11857
  25.000   64.000 -0.06268  0.10005  0.11807
  26.000   64.000 -0.05902  0.10160  0.11750
  27.000   64.000 -0.05536  0.10292  0.11686
  28.000   64.000 -0.05173  0.10401  0.11617
  29.000   64.000 -0.04812  0.10490  0.11541
  30.000   64.000 -0.04456  0.10557  0.11459
  31.000   64.000 -0.04105  0.10605  0.11372
  32.000   64.000 -0.03760  0.10633  0.11278
  33.000   64.000 -0.03423  0.10643  0.11180
  34.000   64.000 -0.03093  0.10635  0.11076
  35.000   64.000 -0.02772  0.10611  0.10967
  36.000   64.000 -0.02460  0.10571  0.10854
  37.000   64.000 -0.02158  0.10517  0.10736
  38.000   64.000 -0.01865  0.10449  0.10614
  39.000   64.000 -0.01584  0.10369  0.10489
  40.000   64.000 -0.01313  0.10277  0.10360
  41.000   64.000 -0.01053  0.10174  0.10229
  42.000   64.000 -0.00803  0.10062  0.10094
  43.000   64.000 -0.00565  0.09942  0.09958
  44.000   64.000 -0.00338  0.09813  0.09819
  45.000   64.000 -0.00122  0.09678  0.09678
  46.000   64.000  0.00084  0.09536  0.09536
  47.000   64.000  0.00278  0.09389  0.09393
  48.000   64.000  0.00462  0.09237  0.09249
  49.000   64.000  0.00636  0.09082  0.09104
  50.000   64.000  0.00800  0.08923  0.08959
  51.000   64.000  0.00954  0.08761  0.08813
  52.000   64.000  0.01099  0.08598  0.08668
  53.000   64.000  0.01234  0.08433  0.08523
  54.000   64.000  0.01361  0.08266  0.08378
  55.000   64.000  0.01479  0.08099  0.08233
  56.000   64.000  0.01588  0.07932  0.08090
  57.000   64.000  0.01690  0.07765  0.07947
  58.000   64.000  0.01784  0.07599  0.07805
  59.000   64.000  0.01871  0.07433  0.07665
  60.000   64.000  0.01951  0.07268  0.07526
  61.000   64.000  0.02024  0.07105  0.07388
  62.000   64.000  0.02091  0.06943  0.07251
  63.000   64.000  0.02152  0.06783  0.07116
  64.000   64.000  0.02208  0.06625  0.06983
  65.000   64.000  0.02257  0.06469  0.06852
  66.000   64.000  0.02302  0.06315  0.06722
  67.000   64.000  0.02342  0.06164  0.06594
  68.000   64.000  0.02377  0.06015  0.06468
  69.000   64.000  0.02408  0.05869  0.06344
  70.000   64.000  0.02434  0.05725  0.06221
  71.000   64.000  0.02457  0.05584  0.06101
  72.000   64.000  0.02476  0.05446  0.05983
  73.000   64.000  0.02492  0.05311  0.05866
  74.000   64.000  0.02505  0.05178  0.05752
  75.000   64.000  0.02514  0.05048  0.05639
  76.000   64.000  0.02521  0.04921  0.05529
  77.000   64.000  0.02525  0.04797  0.05421
  78.000   64.000  0.02527  0.04675  0.05314
  79.000   64.000  0.02526  0.04557  0.05210
  80.000   64.000  0.02523  0.04441  0.05108
  81.000   64.000  0.02519  0.04328  0.05007
  82.000   64.000  0.02512  0.04217  0.04909
  83.000   64.000  0.02504  0.04109  0.04812
  84.000   64.000  0.02494  0.04004  0.04718
  85.000   64.000  0.02483  0.03902  0.04625
  86.000   64.000  0.02470  0.03802  0.04534
  87.000   64.000  0.02456  0.03705  0.04445
  88.000   64.000  0.02441  0.03610  0.04358
  89.000   64.000  0.02425  0.03518  0.04272
  90.000   64.000  0.02408  0.03428  0.04189
  91.000   64.000  0.02390  0.03340  0.04107
  92.000   64.000  0.02371  0.03255  0.04027
  93.000   64.000  0.02351  0.03172  0.03948
  94.000   64.000  0.02331  0.03091  0.03871
  95.000   64.000  0.02310  0.03012  0.03796
  96.000   64.000  0.02289  0.02936  0.03723
  97.000   64.000  0.02267  0.02861  0.03651
  98.000   64.000  0.02245  0.02789  0.03580
  99.000   64.000  0.02223  0.02718  0.03511
 100.000   64.000  0.02200  0.02650  0.03444
 101.000   64.000  0.02177  0.02583  0.03378
 102.000   64.000  0.02154  0.02518  0.03313
 103.000   64.000  0.02130  0.02455  0.03250
 104.000   64.000  0.02107  0.02394  0.03189
 105.000   64.000  0.02083  0.02334  0.03128
 106.000   64.000  0.02059  0.02276  0.03069
 107.000   64.000  0.02035  0.02219  0.03011
 108.000   64.000  0.02011  0.02164  0.02955
 109.000   64.000  0.01987  0.02111  0.02899
 110.000   64.000  0.01964  0.02059  0.02845
 111.000   64.000  0.01940  0.02008  0.02792
 112.000   64.000  0.01916  0.01959  0.02740
 113.000   64.000  0.01892  0.01911  0.02690
 114.000   64.000  0.01869  0.01865  0.02640
 115.000   64.000  0.01845  0.01819  0.02591
 116.000   64.000  0.01822  0.01775  0.02544
 117.000   64.000  0.01799  0.01733  0.02498
 118.000   64.000  0.01776  0.01691  0.02452
 119.000   64.000  0.01753  0.01651  0.02408
 120.000   64.000  0.01730  0.01611  0.02364
 121.000   64.000  0.01708  0.01573  0.02322
 122.000   64.000  0.01685  0.01536  0.02280
 123.000   64.000  0.01663  0.01499  0.02239
 124.000   64.000  0.01641  0.01464  0.02199
 125.000   64.000  0.01620  0.01430  0.02160
 126.000   64.000  0.01598  0.01396  0.02122
 127.000   64.000  0.01577  0.01364  0.02085
 128.000   64.000  0.01556  0.01332  0.02048
 129.000   64.000  0.01535  0.01301  0.02012
 130.000   64.000  0.01515  0.01271  0.01977
 131.000   64.000  0.01494  0.01242  0.01943
 132.000   64.000  0.01474  0.01214  0.01910
 133.000   64.000  0.01454  0.01186  0.01877
 134.000   64.000  0.01435  0.01159  0.01845
 135.000   64.000  0.01416  0.01133  0.01813
 136.000   64.000  0.01396  0.01107  0.01782
 137.000   64.000  0.01378  0.01082  0.01752
 138.000   64.000  0.01359  0.01058  0.01722
 139.000   64.000  0.01341  0.01035  0.01693
 140.000   64.000  0.01323  0.01012  0.01665
 141.000   64.000  0.01305  0.00989  0.01637
 142.000   64.000  0.01287  0.00968  0.01610
 143.000   64.000  0.01270  0.00946  0.01583
 144.000   64.000  0.01252  0.00926  0.01557
 145.000   64.000  0.01236  0.00906  0.01532
 146.000   64.000  0.01219  0.00886  0.01507
 147.000   64.000  0.01202  0.00867  0.01482
 148.000   64.000  0.01186  0.00848  0.01458
 149.000   64.000  0.01170  0.00830  0.01435
 150.000   64.000  0.01154  0.00812  0.01412
 151.000   64.000  0.01139  0.00795  0.01389
 152.000   64.000  0.01124  0.00778  0.01367
 153.000   64.000  0.01109  0.00762  0.01345
 154.000   64.000  0.01094  0.00746  0.01324
 155.000   64.000  0.01079  0.00730  0.01303
 156.000   64.000  0.01065  0.00715  0.01282
 157.000   64.000  0.01050  0.00700  0.01262
 158.000   64.000  0.01036  0.00686  0.01243
 159.000   64.000  0.01023  0.00671  0.01223
 160.000   64.000  0.01009  0.00658  0.01205
 161.000   64.000  0.00996  0.00644  0.01186
 162.000   64.000  0.00983  0.00631  0.01168
 163.000   64.000  0.00970  0.00618  0.01150
 164.000   64.000  0.00957  0.00606  0.01132
 165.000   64.000  0.00944  0.00594  0.01115
 166.000   64.000  0.00932  0.00582  0.01098
 167.000   64.000  0.00920  0.00570  0.01082
 168.000   64.000  0.00907  0.00559  0.01066
 169.000   64.000  0.00896  0.00548  0.01050
 170.000   64.000  0.00884  0.00537  0.01034
 171.000   64.000  0.00872  0.00526  0.01019
 172.000   64.000  0.00861  0.00516  0.01004
 173.000   64.000  0.00850  0.00506  0.00989
 174.000   64.000  0.00839  0.00496  0.00975
 175.000   64.000  0.00828  0.00487  0.00961
 176.000   64.000  0.00818  0.00477  0.00947
 177.000   64.000  0.00807  0.00468  0.00933
 178.000   64.000  0.00797  0.00459  0.00920
 179.000   64.000  0.00787  0.00450  0.00906
 180.000   64.000  0.00777  0.00442  0.00894
 181.000   64.000  0.00767  0.00434  0.00881
 182.000   64.000  0.00757  0.00425  0.00868
 183.000   64.000  0.00747  0.00417  0.00856
 184.000   64.000  0.00738  0.00410  0.00844
 185.000   64.000  0.00729  0.00402  0.00832
 186.000   64.000  0.00720  0.00395  0.00821
 187.000   64.000  0.00711  0.00387  0.00809
 188.000   64.000  0.00702  0.00380  0.00798
 189.000   64.000  0.00693  0.00373  0.00787
 190.000   64.000  0.00684  0.00366  0.00776
 191.000   64.000  0.00676  0.00360  0.00766
 192.000   64.000  0.00668  0.00353  0.00755
 193.000   64.000  0.00659  0.00347  0.00745
 194.000   64.000  0.00651  0.00341  0.00735
 195.000   64.000  0.00643  0.00335  0.00725
 196.000   64.000  0.00635  0.00329  0.00715
 197.000   64.000  0.00628  0.00323  0.00706
 198.000   64.000  0.00620  0.00317  0.00696
 199.000   64.000  0.00612  0.00312  0.00687
 200.000   64.000  0.00605  0.00306  0.00678
   0.000   65.000 -0.11428  0.00002  0.11428
   1.000   65.000 -0.11418  0.00499  0.11429
   2.000   65.000 -0.11388  0.00998  0.11431
   3.000   65.000 -0.11338  0.01494  0.11436
   4.000   65.000 -0.11268  0.01987  0.11442
   5.000   65.000 -0.11179  0.02475  0.11450
   6.000   65.000 -0.11070  0.02957  0.11458
   7.000   65.000 -0.10942  0.03432  0.11468
   8.000   65.000 -0.10795  0.03899  0.11478
   9.000   65.000 -0.10629  0.04356  0.11487
  10.000   65.000 -0.10446  0.04802  0.11497
  11.000   65.000 -0.10245  0.05236  0.11505
  12.000   65.000 -0.10027  0.05657  0.11513
  13.000   65.000 -0.09793  0.06063  0.11518
  14.000   65.000 -0.09544  0.06454  0.11521
  15.000   65.000 -0.09281  0.06828  0.11522
  16.000   65.000 -0.09004  0.07185  0.11519
  17.000   65.000 -0.08715  0.07523  0.11513
  18.000   65.000 -0.08414  0.07842  0.11502
  19.000   65.000 -0.08104  0.08142  0.11488
  20.000   65.000 -0.07785  0.08421  0.11468
  21.000   65.000 -0.07459  0.08679  0.11444
  22.000   65.000 -0.07126  0.08916  0.11414
  23.000   65.000 -0.06788  0.09132  0.11379
  24.000   65.000 -0.06447  0.09326  0.11338
  25.000   65.000 -0.06104  0.09499  0.11291
  26.000   65.000 -0.05760  0.09651  0.11239
  27.000   65.000 -0.05416  0.09782  0.11181
  28.000   65.000 -0.05073  0.09892  0.11117
  29.000   65.000 -0.04733  0.09983  0.11048
  30.000   65.000 -0.04396  0.10054  0.10973
  31.000   65.000 -0.04064  0.10106  0.10892
  32.000   65.000 -0.03738  0.10140  0.10807
  33.000   65.000 -0.03418  0.10156  0.10716
  34.000   65.000 -0.03105  0.10157  0.10620
  35.000   65.000 -0.02799  0.10141  0.10520
  36.000   65.000 -0.02502  0.10111  0.10416
  37.000   65.000 -0.02213  0.10067  0.10307
  38.000   65.000 -0.01934  0.10010  0.10195
  39.000   65.000 -0.01664  0.09941  0.10079
  40.000   65.000 -0.01404  0.09860  0.09960
  41.000   65.000 -0.01154  0.09770  0.09838
  42.000   65.000 -0.00914  0.09670  0.09713
  43.000   65.000 -0.00684  0.09562  0.09586
  44.000   65.000 -0.00464  0.09446  0.09457
  45.000   65.000 -0.00254  0.09323  0.09326
  46.000   65.000 -0.00055  0.09193  0.09194
  47.000   65.000  0.00135  0.09059  0.09060
  48.000   65.000  0.00315  0.08920  0.08925
  49.000   65.000  0.00485  0.08776  0.08790
  50.000   65.000  0.00646  0.08629  0.08654
  51.000   65.000  0.00798  0.08480  0.08517
  52.000   65.000  0.00940  0.08328  0.08380
  53.000   65.000  0.01074  0.08174  0.08244
  54.000   65.000  0.01200  0.08018  0.08108
  55.000   65.000  0.01317  0.07862  0.07972
  56.000   65.000  0.01426  0.07705  0.07836
  57.000   65.000  0.01528  0.07548  0.07702
  58.000   65.000  0.01623  0.07392  0.07568
  59.000   65.000  0.01711  0.07235  0.07435
  60.000   65.000  0.01792  0.07080  0.07303
  61.000   65.000  0.01866  0.06925  0.07172
  62.000   65.000  0.01935  0.06772  0.07043
  63.000   65.000  0.01997  0.06620  0.06915
